Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
272,15690,15690,9630,0,-9630,0,
273,12720,1553.5,23940,11166.5,-12185.8,0,
274,12765,-22204.5,36810,34969.5,0,0,
275,12930,-29563.5,44730,42493.5,0,0,
276,12465,-34132.5,49050,46597.5,0,0,
277,12345,-31858.5,46530,44203.5,0,0,
278,12135,-24630,38700,36765,0,0,
279,12720,-14041.5,28170,26761.5,0,0,
280,14760,-1143,16740,15903,0,0,
281,19620,0,540,19620,20112.6,0,
282,25425,25425,0,0,0,0,
283,28530,28530,0,0,0,0,
284,27990,77490,0,0,0,49500,
285,24465,73965,0,0,0,49500,
286,19860,69360,0,0,0,49500,
287,15150,56123.7,0,0,0,40973.7,
288,10290,10290,0,0,0,0,
289,8550,8550,0,0,0,0,
290,7830,7830,0,0,0,0,
291,7665,7665,0,0,0,0,
292,7725,7725,0,0,0,0,
293,8655,8655,0,0,0,0,
294,12165,12165,0,0,0,0,
295,17055,17055,0,0,0,0,
296,15795,15795,9900,0,-9900,0,
297,12720,690.5,25110,12029.5,-12447.4,0,
298,12765,-21691.5,36270,34456.5,0,0,
299,12930,-29563.5,44730,42493.5,0,0,
300,12465,-32251.5,47070,44716.5,0,0,
301,12345,-31260,45900,43605,0,0,
302,12135,-26169,40320,38304,0,0,
303,12720,-15238.5,29430,27958.5,0,0,
304,14760,-1912.5,17550,16672.5,0,0,
305,19620,0,630,19620,20022.6,0,
306,25425,25425,0,0,0,0,
307,28530,28530,0,0,0,0,
308,27990,77490,0,0,0,49500,
309,24465,73965,0,0,0,49500,
310,19860,69360,0,0,0,49500,
311,15150,56123.7,0,0,0,40973.7,
312,10185,10185,0,0,0,0,
313,8490,8490,0,0,0,0,
314,7935,7935,0,0,0,0,
315,7920,7920,0,0,0,0,
316,7950,7950,0,0,0,0,
317,8865,8865,0,0,0,0,
318,12195,12195,0,0,0,0,
319,16845,16845,0,0,0,0,
320,15375,15375,10170,0,-10170,0,
321,12045,-763.5,25560,12808.5,-12077.4,0,
322,12000,-22969.5,36810,34969.5,0,0,
323,12135,-31299,45720,43434,0,0,
324,11745,-36220.5,50490,47965.5,0,0,
325,11685,-32860.5,46890,44545.5,0,0,
326,11580,-26638.5,40230,38218.5,0,0,
327,12120,-14470.5,27990,26590.5,0,0,
328,14220,-2196,17280,16416,0,0,
329,19080,0,720,19080,19364.2,0,
330,24900,24900,0,0,0,0,
331,28005,28005,0,0,0,0,
332,27450,76950,0,0,0,49500,
333,23940,73440,0,0,0,49500,
334,19425,68925,0,0,0,49500,
335,14910,55883.7,0,0,0,40973.7,
