Time step,Total load requested [kW],Total load served [kW],Battery output power [kW],Battery max charge power [kW],Battery charge power [kW],Battery max discharge power [kW],Battery discharge power [kW],Battery capacity as energy [kWh],Battery capacity as fraction [%],ElectricVehicle charge power [kW],ElectricVehicle capacity as energy [kWh],ElectricVehicle capacity as fraction [%],
5024,228.656,228.656,0,0,0,0,0,0,0,0,0,0,
5025,240.808,240.808,0,0,0,0,0,0,0,0,0,0,
5026,312.604,312.604,0,0,0,0,0,0,0,0,0,0,
5027,340.132,340.132,0,0,0,0,0,0,0,0,0,0,
5028,355.136,355.136,0,0,0,0,0,0,0,0,0,0,
5029,377.456,377.456,0,0,0,0,0,0,0,0,0,0,
5030,401.388,401.388,0,0,0,0,0,0,0,0,0,0,
5031,443.176,443.176,0,0,0,0,0,0,0,0,0,0,
5032,486.948,486.948,0,0,0,0,0,0,0,0,0,0,
5033,551.18,551.18,0,0,0,0,0,0,0,0,0,0,
5034,520.552,520.552,0,0,0,0,0,0,0,0,0,0,
5035,473.556,473.556,0,0,0,0,0,0,0,0,1488,50,
5036,415.276,415.276,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5037,361.708,361.708,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5038,315.704,315.704,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5039,251.596,251.596,0,0,0,0,0,0,0,338.716,2976,100,
5040,187.116,187.116,0,0,0,0,0,0,0,0,2976,100,
5041,155.992,155.992,0,0,0,0,0,0,0,0,2976,100,
5042,140.616,140.616,0,0,0,0,0,0,0,0,2976,100,
5043,132.556,132.556,0,0,0,0,0,0,0,0,2976,100,
5044,126.604,126.604,0,0,0,0,0,0,0,0,0,0,
5045,132.06,132.06,0,0,0,0,0,0,0,0,0,0,
5046,155.868,155.868,0,0,0,0,0,0,0,0,0,0,
5047,187.86,187.86,0,0,0,0,0,0,0,0,0,0,
5048,178.56,178.56,0,0,0,0,0,0,0,0,0,0,
5049,171.616,171.616,0,0,0,0,0,0,0,0,0,0,
5050,189.348,189.348,0,0,0,0,0,0,0,0,0,0,
5051,202.368,202.368,0,0,0,0,0,0,0,0,0,0,
5052,227.044,227.044,0,0,0,0,0,0,0,0,0,0,
5053,253.456,253.456,0,0,0,0,0,0,0,0,0,0,
5054,287.06,287.06,0,0,0,0,0,0,0,0,0,0,
5055,320.54,320.54,0,0,0,0,0,0,0,0,0,0,
5056,365.8,365.8,0,0,0,0,0,0,0,0,0,0,
5057,417.012,417.012,0,0,0,0,0,0,0,0,0,0,
5058,403.868,403.868,0,0,0,0,0,0,0,0,0,0,
5059,404.24,404.24,0,0,0,0,0,0,0,0,1488,50,
5060,403.372,403.372,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5061,406.596,406.596,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5062,360.716,360.716,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5063,299.336,299.336,0,0,0,0,0,0,0,338.716,2976,100,
5064,247.008,247.008,0,0,0,0,0,0,0,0,2976,100,
5065,216.38,216.38,0,0,0,0,0,0,0,0,2976,100,
5066,192.696,192.696,0,0,0,0,0,0,0,0,2976,100,
5067,183.644,183.644,0,0,0,0,0,0,0,0,2976,100,
5068,173.104,173.104,0,0,0,0,0,0,0,0,0,0,
5069,175.584,175.584,0,0,0,0,0,0,0,0,0,0,
5070,204.352,204.352,0,0,0,0,0,0,0,0,0,0,
5071,220.72,220.72,0,0,0,0,0,0,0,0,0,0,
5072,211.668,211.668,0,0,0,0,0,0,0,0,0,0,
5073,215.016,215.016,0,0,0,0,0,0,0,0,0,0,
5074,269.204,269.204,0,0,0,0,0,0,0,0,0,0,
5075,284.456,284.456,0,0,0,0,0,0,0,0,0,0,
5076,300.576,300.576,0,0,0,0,0,0,0,0,0,0,
5077,316.076,316.076,0,0,0,0,0,0,0,0,0,0,
5078,338.892,338.892,0,0,0,0,0,0,0,0,0,0,
5079,352.78,352.78,0,0,0,0,0,0,0,0,0,0,
5080,351.788,351.788,0,0,0,0,0,0,0,0,0,0,
5081,389.236,389.236,0,0,0,0,0,0,0,0,0,0,
5082,376.712,376.712,0,0,0,0,0,0,0,0,0,0,
5083,357.492,357.492,0,0,0,0,0,0,0,0,1488,50,
5084,356.5,356.5,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5085,362.576,362.576,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5086,325.004,325.004,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5087,276.768,276.768,0,0,0,0,0,0,0,338.716,2976,100,
5088,227.168,227.168,0,0,0,0,0,0,0,0,2976,100,
5089,205.468,205.468,0,0,0,0,0,0,0,0,2976,100,
5090,193.936,193.936,0,0,0,0,0,0,0,0,2976,100,
5091,189.72,189.72,0,0,0,0,0,0,0,0,2976,100,
5092,187.364,187.364,0,0,0,0,0,0,0,0,0,0,
5093,190.34,190.34,0,0,0,0,0,0,0,0,0,0,
5094,233.368,233.368,0,0,0,0,0,0,0,0,0,0,
5095,249.984,249.984,0,0,0,0,0,0,0,0,0,0,
5096,247.256,247.256,0,0,0,0,0,0,0,0,0,0,
5097,269.452,269.452,0,0,0,0,0,0,0,0,0,0,
5098,347.944,347.944,0,0,0,0,0,0,0,0,0,0,
5099,347.448,347.448,0,0,0,0,0,0,0,0,0,0,
5100,362.452,362.452,0,0,0,0,0,0,0,0,0,0,
5101,389.484,389.484,0,0,0,0,0,0,0,0,0,0,
5102,421.972,421.972,0,0,0,0,0,0,0,0,0,0,
5103,464.628,464.628,0,0,0,0,0,0,0,0,0,0,
5104,515.964,515.964,0,0,0,0,0,0,0,0,0,0,
5105,593.836,593.836,0,0,0,0,0,0,0,0,0,0,
5106,577.468,577.468,0,0,0,0,0,0,0,0,0,0,
5107,577.716,577.716,0,0,0,0,0,0,0,0,1488,50,
5108,574.12,574.12,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5109,556.884,556.884,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5110,497.488,497.488,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5111,430.28,430.28,0,0,0,0,0,0,0,338.716,2976,100,
5112,355.508,355.508,0,0,0,0,0,0,0,0,2976,100,
5113,306.528,306.528,0,0,0,0,0,0,0,0,2976,100,
5114,279,279,0,0,0,0,0,0,0,0,2976,100,
5115,260.028,260.028,0,0,0,0,0,0,0,0,2976,100,
5116,246.14,246.14,0,0,0,0,0,0,0,0,0,0,
5117,236.592,236.592,0,0,0,0,0,0,0,0,0,0,
5118,269.824,269.824,0,0,0,0,0,0,0,0,0,0,
5119,285.324,285.324,0,0,0,0,0,0,0,0,0,0,
5120,279.372,279.372,0,0,0,0,0,0,0,0,0,0,
5121,293.26,293.26,0,0,0,0,0,0,0,0,0,0,
5122,345.216,345.216,0,0,0,0,0,0,0,0,0,0,
5123,344.472,344.472,0,0,0,0,0,0,0,0,0,0,
5124,354.516,354.516,0,0,0,0,0,0,0,0,0,0,
5125,362.7,362.7,0,0,0,0,0,0,0,0,0,0,
5126,397.916,397.916,0,0,0,0,0,0,0,0,0,0,
5127,410.44,410.44,0,0,0,0,0,0,0,0,0,0,
5128,422.22,422.22,0,0,0,0,0,0,0,0,0,0,
5129,498.728,498.728,0,0,0,0,0,0,0,0,0,0,
5130,472.44,472.44,0,0,0,0,0,0,0,0,0,0,
5131,465.496,465.496,0,0,0,0,0,0,0,0,1488,50,
5132,462.396,462.396,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5133,462.148,462.148,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5134,395.684,395.684,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5135,340.38,340.38,0,0,0,0,0,0,0,338.716,2976,100,
5136,281.108,281.108,0,0,0,0,0,0,0,0,2976,100,
5137,249.736,249.736,0,0,0,0,0,0,0,0,2976,100,
5138,233.616,233.616,0,0,0,0,0,0,0,0,2976,100,
5139,224.564,224.564,0,0,0,0,0,0,0,0,2976,100,
5140,212.784,212.784,0,0,0,0,0,0,0,0,0,0,
5141,201.5,201.5,0,0,0,0,0,0,0,0,0,0,
5142,236.964,236.964,0,0,0,0,0,0,0,0,0,0,
5143,251.348,251.348,0,0,0,0,0,0,0,0,0,0,
5144,238.08,238.08,0,0,0,0,0,0,0,0,0,0,
5145,232.128,232.128,0,0,0,0,0,0,0,0,0,0,
5146,292.268,292.268,0,0,0,0,0,0,0,0,0,0,
5147,303.676,303.676,0,0,0,0,0,0,0,0,0,0,
5148,319.3,319.3,0,0,0,0,0,0,0,0,0,0,
5149,347.696,347.696,0,0,0,0,0,0,0,0,0,0,
5150,375.224,375.224,0,0,0,0,0,0,0,0,0,0,
5151,414.532,414.532,0,0,0,0,0,0,0,0,0,0,
5152,459.296,459.296,0,0,0,0,0,0,0,0,0,0,
5153,525.264,525.264,0,0,0,0,0,0,0,0,0,0,
5154,511.624,511.624,0,0,0,0,0,0,0,0,0,0,
5155,507.78,507.78,0,0,0,0,0,0,0,0,1488,50,
5156,505.052,505.052,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5157,482.236,482.236,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5158,421.476,421.476,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5159,357.988,357.988,0,0,0,0,0,0,0,338.716,2976,100,
5160,288.052,288.052,0,0,0,0,0,0,0,0,2976,100,
5161,253.828,253.828,0,0,0,0,0,0,0,0,2976,100,
5162,227.54,227.54,0,0,0,0,0,0,0,0,2976,100,
5163,213.28,213.28,0,0,0,0,0,0,0,0,2976,100,
5164,196.664,196.664,0,0,0,0,0,0,0,0,0,0,
5165,189.596,189.596,0,0,0,0,0,0,0,0,0,0,
5166,221.712,221.712,0,0,0,0,0,0,0,0,0,0,
5167,247.504,247.504,0,0,0,0,0,0,0,0,0,0,
5168,242.668,242.668,0,0,0,0,0,0,0,0,0,0,
5169,260.152,260.152,0,0,0,0,0,0,0,0,0,0,
5170,321.656,321.656,0,0,0,0,0,0,0,0,0,0,
5171,335.42,335.42,0,0,0,0,0,0,0,0,0,0,
5172,350.672,350.672,0,0,0,0,0,0,0,0,0,0,
5173,381.548,381.548,0,0,0,0,0,0,0,0,0,0,
5174,405.356,405.356,0,0,0,0,0,0,0,0,0,0,
5175,436.48,436.48,0,0,0,0,0,0,0,0,0,0,
5176,472.192,472.192,0,0,0,0,0,0,0,0,0,0,
5177,548.452,548.452,0,0,0,0,0,0,0,0,0,0,
5178,528.984,528.984,0,0,0,0,0,0,0,0,0,0,
5179,519.56,519.56,0,0,0,0,0,0,0,0,1488,50,
5180,515.468,515.468,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5181,493.396,493.396,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5182,424.452,424.452,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5183,364.064,364.064,0,0,0,0,0,0,0,338.716,2976,100,
5184,299.336,299.336,0,0,0,0,0,0,0,0,2976,100,
5185,264.74,264.74,0,0,0,0,0,0,0,0,2976,100,
5186,237.708,237.708,0,0,0,0,0,0,0,0,2976,100,
5187,226.92,226.92,0,0,0,0,0,0,0,0,2976,100,
5188,216.256,216.256,0,0,0,0,0,0,0,0,0,0,
5189,214.024,214.024,0,0,0,0,0,0,0,0,0,0,
5190,253.704,253.704,0,0,0,0,0,0,0,0,0,0,
5191,271.56,271.56,0,0,0,0,0,0,0,0,0,0,
5192,259.78,259.78,0,0,0,0,0,0,0,0,0,0,
5193,277.14,277.14,0,0,0,0,0,0,0,0,0,0,
5194,325.252,325.252,0,0,0,0,0,0,0,0,0,0,
5195,342.86,342.86,0,0,0,0,0,0,0,0,0,0,
5196,363.94,363.94,0,0,0,0,0,0,0,0,0,0,
5197,382.416,382.416,0,0,0,0,0,0,0,0,0,0,
5198,411.556,411.556,0,0,0,0,0,0,0,0,0,0,
5199,442.432,442.432,0,0,0,0,0,0,0,0,0,0,
5200,480.376,480.376,0,0,0,0,0,0,0,0,0,0,
5201,557.38,557.38,0,0,0,0,0,0,0,0,0,0,
5202,536.176,536.176,0,0,0,0,0,0,0,0,0,0,
5203,527,527,0,0,0,0,0,0,0,0,1488,50,
5204,521.048,521.048,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5205,489.304,489.304,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5206,413.416,413.416,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5207,346.952,346.952,0,0,0,0,0,0,0,338.716,2976,100,
5208,282.968,282.968,0,0,0,0,0,0,0,0,2976,100,
5209,257.548,257.548,0,0,0,0,0,0,0,0,2976,100,
5210,235.972,235.972,0,0,0,0,0,0,0,0,2976,100,
5211,220.844,220.844,0,0,0,0,0,0,0,0,2976,100,
5212,189.72,189.72,0,0,0,0,0,0,0,0,0,0,
5213,185.504,185.504,0,0,0,0,0,0,0,0,0,0,
5214,211.668,211.668,0,0,0,0,0,0,0,0,0,0,
5215,239.816,239.816,0,0,0,0,0,0,0,0,0,0,
5216,239.816,239.816,0,0,0,0,0,0,0,0,0,0,
5217,258.54,258.54,0,0,0,0,0,0,0,0,0,0,
5218,330.46,330.46,0,0,0,0,0,0,0,0,0,0,
5219,344.224,344.224,0,0,0,0,0,0,0,0,0,0,
5220,374.356,374.356,0,0,0,0,0,0,0,0,0,0,
5221,399.652,399.652,0,0,0,0,0,0,0,0,0,0,
5222,434.868,434.868,0,0,0,0,0,0,0,0,0,0,
5223,471.944,471.944,0,0,0,0,0,0,0,0,0,0,
5224,521.42,521.42,0,0,0,0,0,0,0,0,0,0,
5225,595.324,595.324,0,0,0,0,0,0,0,0,0,0,
5226,564.572,564.572,0,0,0,0,0,0,0,0,0,0,
5227,551.056,551.056,0,0,0,0,0,0,0,0,1488,50,
5228,543.74,543.74,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5229,502.448,502.448,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5230,430.528,430.528,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5231,368.776,368.776,0,0,0,0,0,0,0,338.716,2976,100,
5232,305.04,305.04,0,0,0,0,0,0,0,0,2976,100,
5233,269.576,269.576,0,0,0,0,0,0,0,0,2976,100,
5234,227.044,227.044,0,0,0,0,0,0,0,0,2976,100,
5235,213.652,213.652,0,0,0,0,0,0,0,0,2976,100,
5236,201.128,201.128,0,0,0,0,0,0,0,0,0,0,
5237,201.996,201.996,0,0,0,0,0,0,0,0,0,0,
5238,214.768,214.768,0,0,0,0,0,0,0,0,0,0,
5239,246.016,246.016,0,0,0,0,0,0,0,0,0,0,
5240,251.348,251.348,0,0,0,0,0,0,0,0,0,0,
5241,276.892,276.892,0,0,0,0,0,0,0,0,0,0,
5242,348.316,348.316,0,0,0,0,0,0,0,0,0,0,
5243,367.784,367.784,0,0,0,0,0,0,0,0,0,0,
5244,403.496,403.496,0,0,0,0,0,0,0,0,0,0,
5245,448.384,448.384,0,0,0,0,0,0,0,0,0,0,
5246,482.484,482.484,0,0,0,0,0,0,0,0,0,0,
5247,524.272,524.272,0,0,0,0,0,0,0,0,0,0,
5248,568.54,568.54,0,0,0,0,0,0,0,0,0,0,
5249,635.252,635.252,0,0,0,0,0,0,0,0,0,0,
5250,605.492,605.492,0,0,0,0,0,0,0,0,0,0,
5251,591.356,591.356,0,0,0,0,0,0,0,0,1488,50,
5252,571.392,571.392,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5253,518.444,518.444,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5254,450.244,450.244,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5255,396.924,396.924,0,0,0,0,0,0,0,338.716,2976,100,
5256,314.216,314.216,0,0,0,0,0,0,0,0,2976,100,
5257,271.808,271.808,0,0,0,0,0,0,0,0,2976,100,
5258,248,248,0,0,0,0,0,0,0,0,2976,100,
5259,236.964,236.964,0,0,0,0,0,0,0,0,2976,100,
5260,223.448,223.448,0,0,0,0,0,0,0,0,0,0,
5261,220.968,220.968,0,0,0,0,0,0,0,0,0,0,
5262,261.268,261.268,0,0,0,0,0,0,0,0,0,0,
5263,278.256,278.256,0,0,0,0,0,0,0,0,0,0,
5264,285.944,285.944,0,0,0,0,0,0,0,0,0,0,
5265,313.348,313.348,0,0,0,0,0,0,0,0,0,0,
5266,392.46,392.46,0,0,0,0,0,0,0,0,0,0,
5267,395.932,395.932,0,0,0,0,0,0,0,0,0,0,
5268,426.188,426.188,0,0,0,0,0,0,0,0,0,0,
5269,451.856,451.856,0,0,0,0,0,0,0,0,0,0,
5270,480.128,480.128,0,0,0,0,0,0,0,0,0,0,
5271,515.468,515.468,0,0,0,0,0,0,0,0,0,0,
5272,560.48,560.48,0,0,0,0,0,0,0,0,0,0,
5273,629.796,629.796,0,0,0,0,0,0,0,0,0,0,
5274,614.792,614.792,0,0,0,0,0,0,0,0,0,0,
5275,590.488,590.488,0,0,0,0,0,0,0,0,1488,50,
5276,548.824,548.824,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5277,517.204,517.204,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5278,462.396,462.396,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5279,388.368,388.368,0,0,0,0,0,0,0,338.716,2976,100,
5280,323.764,323.764,0,0,0,0,0,0,0,0,2976,100,
5281,294.004,294.004,0,0,0,0,0,0,0,0,2976,100,
5282,269.7,269.7,0,0,0,0,0,0,0,0,2976,100,
5283,248.248,248.248,0,0,0,0,0,0,0,0,2976,100,
5284,232.996,232.996,0,0,0,0,0,0,0,0,0,0,
5285,229.896,229.896,0,0,0,0,0,0,0,0,0,0,
5286,259.036,259.036,0,0,0,0,0,0,0,0,0,0,
5287,274.412,274.412,0,0,0,0,0,0,0,0,0,0,
5288,269.576,269.576,0,0,0,0,0,0,0,0,0,0,
5289,261.144,261.144,0,0,0,0,0,0,0,0,0,0,
5290,325.128,325.128,0,0,0,0,0,0,0,0,0,0,
5291,339.016,339.016,0,0,0,0,0,0,0,0,0,0,
5292,358.36,358.36,0,0,0,0,0,0,0,0,0,0,
5293,401.388,401.388,0,0,0,0,0,0,0,0,0,0,
5294,441.068,441.068,0,0,0,0,0,0,0,0,0,0,
5295,471.324,471.324,0,0,0,0,0,0,0,0,0,0,
5296,513.484,513.484,0,0,0,0,0,0,0,0,0,0,
5297,587.016,587.016,0,0,0,0,0,0,0,0,0,0,
5298,567.92,567.92,0,0,0,0,0,0,0,0,0,0,
5299,557.256,557.256,0,0,0,0,0,0,0,0,1488,50,
5300,561.596,561.596,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5301,554.28,554.28,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5302,432.388,432.388,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5303,357.244,357.244,0,0,0,0,0,0,0,338.716,2976,100,
5304,287.06,287.06,0,0,0,0,0,0,0,0,2976,100,
5305,231.136,231.136,0,0,0,0,0,0,0,0,2976,100,
5306,214.892,214.892,0,0,0,0,0,0,0,0,2976,100,
5307,198.152,198.152,0,0,0,0,0,0,0,0,2976,100,
5308,186.124,186.124,0,0,0,0,0,0,0,0,0,0,
5309,186.744,186.744,0,0,0,0,0,0,0,0,0,0,
5310,218.612,218.612,0,0,0,0,0,0,0,0,0,0,
5311,242.42,242.42,0,0,0,0,0,0,0,0,0,0,
5312,236.096,236.096,0,0,0,0,0,0,0,0,0,0,
5313,251.968,251.968,0,0,0,0,0,0,0,0,0,0,
5314,312.976,312.976,0,0,0,0,0,0,0,0,0,0,
5315,321.036,321.036,0,0,0,0,0,0,0,0,0,0,
5316,350.548,350.548,0,0,0,0,0,0,0,0,0,0,
5317,374.976,374.976,0,0,0,0,0,0,0,0,0,0,
5318,412.424,412.424,0,0,0,0,0,0,0,0,0,0,
5319,460.164,460.164,0,0,0,0,0,0,0,0,0,0,
5320,514.352,514.352,0,0,0,0,0,0,0,0,0,0,
5321,588.008,588.008,0,0,0,0,0,0,0,0,0,0,
5322,569.16,569.16,0,0,0,0,0,0,0,0,0,0,
5323,424.08,424.08,0,0,0,0,0,0,0,0,1488,50,
5324,452.972,452.972,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5325,457.684,457.684,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5326,389.36,389.36,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5327,342.364,342.364,0,0,0,0,0,0,0,338.716,2976,100,
5328,294.5,294.5,0,0,0,0,0,0,0,0,2976,100,
5329,267.592,267.592,0,0,0,0,0,0,0,0,2976,100,
5330,230.516,230.516,0,0,0,0,0,0,0,0,2976,100,
5331,215.636,215.636,0,0,0,0,0,0,0,0,2976,100,
5332,196.788,196.788,0,0,0,0,0,0,0,0,0,0,
5333,197.904,197.904,0,0,0,0,0,0,0,0,0,0,
5334,237.708,237.708,0,0,0,0,0,0,0,0,0,0,
5335,263.748,263.748,0,0,0,0,0,0,0,0,0,0,
5336,260.524,260.524,0,0,0,0,0,0,0,0,0,0,
5337,269.824,269.824,0,0,0,0,0,0,0,0,0,0,
5338,354.144,354.144,0,0,0,0,0,0,0,0,0,0,
5339,372.124,372.124,0,0,0,0,0,0,0,0,0,0,
5340,397.916,397.916,0,0,0,0,0,0,0,0,0,0,
5341,452.848,452.848,0,0,0,0,0,0,0,0,0,0,
5342,480.252,480.252,0,0,0,0,0,0,0,0,0,0,
5343,507.036,507.036,0,0,0,0,0,0,0,0,0,0,
5344,529.48,529.48,0,0,0,0,0,0,0,0,0,0,
5345,608.22,608.22,0,0,0,0,0,0,0,0,0,0,
5346,582.8,582.8,0,0,0,0,0,0,0,0,0,0,
5347,564.324,564.324,0,0,0,0,0,0,0,0,1488,50,
5348,524.892,524.892,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5349,510.756,510.756,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5350,437.348,437.348,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5351,363.072,363.072,0,0,0,0,0,0,0,338.716,2976,100,
5352,309.628,309.628,0,0,0,0,0,0,0,0,2976,100,
5353,259.78,259.78,0,0,0,0,0,0,0,0,2976,100,
5354,235.228,235.228,0,0,0,0,0,0,0,0,2976,100,
5355,219.852,219.852,0,0,0,0,0,0,0,0,2976,100,
5356,210.056,210.056,0,0,0,0,0,0,0,0,0,0,
5357,206.088,206.088,0,0,0,0,0,0,0,0,0,0,
5358,245.396,245.396,0,0,0,0,0,0,0,0,0,0,
5359,251.968,251.968,0,0,0,0,0,0,0,0,0,0,
5360,240.064,240.064,0,0,0,0,0,0,0,0,0,0,
5361,246.512,246.512,0,0,0,0,0,0,0,0,0,0,
5362,315.704,315.704,0,0,0,0,0,0,0,0,0,0,
5363,326.864,326.864,0,0,0,0,0,0,0,0,0,0,
5364,343.976,343.976,0,0,0,0,0,0,0,0,0,0,
5365,371.008,371.008,0,0,0,0,0,0,0,0,0,0,
5366,407.712,407.712,0,0,0,0,0,0,0,0,0,0,
5367,434.124,434.124,0,0,0,0,0,0,0,0,0,0,
5368,466.984,466.984,0,0,0,0,0,0,0,0,0,0,
5369,530.844,530.844,0,0,0,0,0,0,0,0,0,0,
5370,493.768,493.768,0,0,0,0,0,0,0,0,0,0,
5371,482.856,482.856,0,0,0,0,0,0,0,0,1488,50,
5372,486.452,486.452,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5373,472.44,472.44,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5374,421.104,421.104,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5375,353.648,353.648,0,0,0,0,0,0,0,338.716,2976,100,
5376,291.4,291.4,0,0,0,0,0,0,0,0,2976,100,
5377,243.288,243.288,0,0,0,0,0,0,0,0,2976,100,
5378,215.14,215.14,0,0,0,0,0,0,0,0,2976,100,
5379,202.244,202.244,0,0,0,0,0,0,0,0,2976,100,
5380,191.208,191.208,0,0,0,0,0,0,0,0,0,0,
5381,190.216,190.216,0,0,0,0,0,0,0,0,0,0,
5382,211.42,211.42,0,0,0,0,0,0,0,0,0,0,
5383,229.524,229.524,0,0,0,0,0,0,0,0,0,0,
5384,214.768,214.768,0,0,0,0,0,0,0,0,0,0,
5385,207.08,207.08,0,0,0,0,0,0,0,0,0,0,
5386,263.996,263.996,0,0,0,0,0,0,0,0,0,0,
5387,265.98,265.98,0,0,0,0,0,0,0,0,0,0,
5388,291.648,291.648,0,0,0,0,0,0,0,0,0,0,
5389,312.232,312.232,0,0,0,0,0,0,0,0,0,0,
5390,347.076,347.076,0,0,0,0,0,0,0,0,0,0,
5391,375.72,375.72,0,0,0,0,0,0,0,0,0,0,
5392,413.788,413.788,0,0,0,0,0,0,0,0,0,0,
5393,472.316,472.316,0,0,0,0,0,0,0,0,0,0,
5394,453.22,453.22,0,0,0,0,0,0,0,0,0,0,
5395,443.548,443.548,0,0,0,0,0,0,0,0,1488,50,
5396,432.016,432.016,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5397,425.444,425.444,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5398,374.108,374.108,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5399,278.38,278.38,0,0,0,0,0,0,0,338.716,2976,100,
5400,205.964,205.964,0,0,0,0,0,0,0,0,2976,100,
5401,174.096,174.096,0,0,0,0,0,0,0,0,2976,100,
5402,155.372,155.372,0,0,0,0,0,0,0,0,2976,100,
5403,146.196,146.196,0,0,0,0,0,0,0,0,2976,100,
5404,137.764,137.764,0,0,0,0,0,0,0,0,0,0,
5405,138.384,138.384,0,0,0,0,0,0,0,0,0,0,
5406,155.248,155.248,0,0,0,0,0,0,0,0,0,0,
5407,178.56,178.56,0,0,0,0,0,0,0,0,0,0,
5408,159.588,159.588,0,0,0,0,0,0,0,0,0,0,
5409,133.796,133.796,0,0,0,0,0,0,0,0,0,0,
5410,147.56,147.56,0,0,0,0,0,0,0,0,0,0,
5411,164.796,164.796,0,0,0,0,0,0,0,0,0,0,
5412,196.168,196.168,0,0,0,0,0,0,0,0,0,0,
5413,223.2,223.2,0,0,0,0,0,0,0,0,0,0,
5414,256.68,256.68,0,0,0,0,0,0,0,0,0,0,
5415,280.116,280.116,0,0,0,0,0,0,0,0,0,0,
5416,313.224,313.224,0,0,0,0,0,0,0,0,0,0,
5417,382.912,382.912,0,0,0,0,0,0,0,0,0,0,
5418,374.604,374.604,0,0,0,0,0,0,0,0,0,0,
5419,372.372,372.372,0,0,0,0,0,0,0,0,1488,50,
5420,383.656,383.656,0,0,0,0,0,0,0,409.2,1876.74,63.0625,
5421,384.524,384.524,0,0,0,0,0,0,0,409.2,2265.48,76.125,
5422,326.74,326.74,0,0,0,0,0,0,0,409.2,2654.22,89.1875,
5423,278.628,278.628,0,0,0,0,0,0,0,338.716,2976,100,
5424,225.556,225.556,0,0,0,0,0,0,0,0,2976,100,
5425,192.572,192.572,0,0,0,0,0,0,0,0,2976,100,
5426,172.856,172.856,0,0,0,0,0,0,0,0,2976,100,
5427,159.092,159.092,0,0,0,0,0,0,0,0,2976,100,
5428,147.808,147.808,0,0,0,0,0,0,0,0,0,0,
5429,144.832,144.832,0,0,0,0,0,0,0,0,0,0,
5430,162.688,162.688,0,0,0,0,0,0,0,0,0,0,
5431,184.264,184.264,0,0,0,0,0,0,0,0,0,0,
5432,172.856,172.856,0,0,0,0,0,0,0,0,0,0,
5433,177.072,177.072,0,0,0,0,0,0,0,0,0,0,
5434,232.004,232.004,0,0,0,0,0,0,0,0,0,0,
5435,240.188,240.188,0,0,0,0,0,0,0,0,0,0,
5436,262.012,262.012,0,0,0,0,0,0,0,0,0,0,
5437,294.376,294.376,0,0,0,0,0,0,0,0,0,0,
5438,329.22,329.22,0,0,0,0,0,0,0,0,0,0,
5439,352.78,352.78,0,0,0,0,0,0,0,0,0,0,
