Time step,Grid total load,Grid net load,s1 total load,
4738,321.284,321.284,321.284,
4739,337.404,337.404,337.404,
4740,343.108,343.108,343.108,
4741,364.312,364.312,364.312,
4742,401.636,401.636,401.636,
4743,431.024,431.024,431.024,
4744,483.848,483.848,483.848,
4745,560.852,560.852,560.852,
4746,555.272,555.272,555.272,
4747,520.18,520.18,520.18,
4748,517.948,927.148,927.148,
4749,513.236,922.436,922.436,
4750,453.22,862.42,862.42,
4751,373.736,712.452,712.452,
4752,307.396,307.396,307.396,
4753,271.932,271.932,271.932,
4754,243.04,243.04,243.04,
4755,211.792,211.792,211.792,
4756,200.756,200.756,200.756,
4757,195.548,195.548,195.548,
4758,224.44,224.44,224.44,
4759,243.164,243.164,243.164,
4760,230.392,230.392,230.392,
4761,226.176,226.176,226.176,
4762,265.36,265.36,265.36,
4763,274.66,274.66,274.66,
4764,308.388,308.388,308.388,
4765,322.896,322.896,322.896,
4766,359.104,359.104,359.104,
4767,381.548,381.548,381.548,
4768,415.276,415.276,415.276,
4769,460.908,460.908,460.908,
4770,439.952,439.952,439.952,
4771,426.436,426.436,426.436,
4772,418.5,827.7,827.7,
4773,414.16,823.36,823.36,
4774,367.784,776.984,776.984,
4775,302.684,641.4,641.4,
4776,240.312,240.312,240.312,
4777,203.732,203.732,203.732,
4778,183.52,183.52,183.52,
4779,166.78,166.78,166.78,
4780,158.844,158.844,158.844,
4781,157.604,157.604,157.604,
4782,186.496,186.496,186.496,
4783,213.404,213.404,213.404,
4784,220.72,220.72,220.72,
4785,238.576,238.576,238.576,
4786,300.576,300.576,300.576,
4787,304.42,304.42,304.42,
4788,331.948,331.948,331.948,
4789,345.092,345.092,345.092,
4790,390.228,390.228,390.228,
4791,411.804,411.804,411.804,
4792,474.176,474.176,474.176,
4793,541.756,541.756,541.756,
4794,515.84,515.84,515.84,
4795,495.504,495.504,495.504,
4796,494.388,903.588,903.588,
4797,458.552,867.752,867.752,
4798,372.868,782.068,782.068,
4799,320.292,659.008,659.008,
4800,276.024,276.024,276.024,
4801,241.8,241.8,241.8,
4802,202.864,202.864,202.864,
4803,184.016,184.016,184.016,
4804,172.856,172.856,172.856,
4805,169.26,169.26,169.26,
4806,198.524,198.524,198.524,
4807,226.548,226.548,226.548,
4808,226.92,226.92,226.92,
4809,226.3,226.3,226.3,
4810,290.036,290.036,290.036,
4811,312.728,312.728,312.728,
4812,351.912,351.912,351.912,
4813,386.632,386.632,386.632,
4814,411.432,411.432,411.432,
4815,477.896,477.896,477.896,
4816,524.272,524.272,524.272,
4817,603.012,603.012,603.012,
4818,374.728,374.728,374.728,
4819,350.796,350.796,350.796,
4820,350.3,759.5,759.5,
4821,355.756,764.956,764.956,
4822,315.332,724.532,724.532,
4823,261.764,600.48,600.48,
4824,209.436,209.436,209.436,
4825,185.504,185.504,185.504,
4826,172.732,172.732,172.732,
4827,166.78,166.78,166.78,
4828,164.052,164.052,164.052,
4829,170.128,170.128,170.128,
4830,200.26,200.26,200.26,
4831,225.06,225.06,225.06,
4832,229.276,229.276,229.276,
4833,250.852,250.852,250.852,
4834,326.12,326.12,326.12,
4835,341.62,341.62,341.62,
4836,361.46,361.46,361.46,
4837,400.148,400.148,400.148,
4838,438.464,438.464,438.464,
4839,465,465,465,
4840,522.288,522.288,522.288,
4841,605.492,605.492,605.492,
4842,589.62,589.62,589.62,
4843,563.828,563.828,563.828,
4844,543.864,953.064,953.064,
4845,527.496,936.696,936.696,
4846,458.18,867.38,867.38,
4847,374.108,712.824,712.824,
4848,305.66,305.66,305.66,
4849,265.732,265.732,265.732,
4850,234.732,234.732,234.732,
4851,218.86,218.86,218.86,
4852,201.252,201.252,201.252,
4853,196.416,196.416,196.416,
4854,227.912,227.912,227.912,
4855,252.712,252.712,252.712,
4856,248.248,248.248,248.248,
4857,279.496,279.496,279.496,
4858,353.896,353.896,353.896,
4859,370.76,370.76,370.76,
4860,406.72,406.72,406.72,
4861,440.696,440.696,440.696,
4862,465.868,465.868,465.868,
4863,503.316,503.316,503.316,
4864,547.46,547.46,547.46,
4865,611.692,611.692,611.692,
4866,587.14,587.14,587.14,
4867,560.976,560.976,560.976,
4868,554.9,964.1,964.1,
4869,535.804,945.004,945.004,
4870,470.58,879.78,879.78,
4871,400.148,738.864,738.864,
4872,336.908,336.908,336.908,
4873,286.936,286.936,286.936,
4874,262.508,262.508,262.508,
4875,245.024,245.024,245.024,
4876,225.804,225.804,225.804,
4877,220.596,220.596,220.596,
4878,250.728,250.728,250.728,
4879,269.204,269.204,269.204,
4880,264.12,264.12,264.12,
4881,283.092,283.092,283.092,
4882,358.732,358.732,358.732,
4883,385.764,385.764,385.764,
4884,403.744,403.744,403.744,
4885,428.048,428.048,428.048,
4886,463.884,463.884,463.884,
4887,510.012,510.012,510.012,
4888,575.484,575.484,575.484,
4889,643.56,643.56,643.56,
4890,603.26,603.26,603.26,
4891,583.296,583.296,583.296,
4892,550.808,960.008,960.008,
4893,533.696,942.896,942.896,
4894,469.588,878.788,878.788,
4895,389.236,727.952,727.952,
4896,342.736,342.736,342.736,
4897,299.336,299.336,299.336,
4898,267.468,267.468,267.468,
4899,245.272,245.272,245.272,
4900,234.856,234.856,234.856,
4901,226.052,226.052,226.052,
4902,256.928,256.928,256.928,
4903,274.288,274.288,274.288,
4904,268.956,268.956,268.956,
4905,288.3,288.3,288.3,
4906,353.772,353.772,353.772,
4907,356.996,356.996,356.996,
4908,396.304,396.304,396.304,
4909,417.384,417.384,417.384,
4910,452.724,452.724,452.724,
4911,496,496,496,
4912,550.808,550.808,550.808,
4913,623.844,623.844,623.844,
4914,603.384,603.384,603.384,
4915,588.876,588.876,588.876,
4916,566.184,975.384,975.384,
4917,561.224,970.424,970.424,
4918,483.848,893.048,893.048,
4919,389.236,727.952,727.952,
4920,321.532,321.532,321.532,
4921,274.164,274.164,274.164,
4922,248.496,248.496,248.496,
4923,233.616,233.616,233.616,
4924,218.364,218.364,218.364,
4925,209.188,209.188,209.188,
4926,247.504,247.504,247.504,
4927,260.4,260.4,260.4,
4928,269.452,269.452,269.452,
4929,274.784,274.784,274.784,
4930,356.996,356.996,356.996,
4931,351.664,351.664,351.664,
4932,378.076,378.076,378.076,
4933,405.108,405.108,405.108,
4934,439.828,439.828,439.828,
4935,481.492,481.492,481.492,
4936,544.36,544.36,544.36,
4937,613.676,613.676,613.676,
4938,576.476,576.476,576.476,
4939,484.096,484.096,484.096,
4940,475.788,884.988,884.988,
4941,479.012,888.212,888.212,
4942,432.884,842.084,842.084,
4943,371.132,709.848,709.848,
4944,286.688,286.688,286.688,
4945,250.728,250.728,250.728,
4946,230.02,230.02,230.02,
4947,215.512,215.512,215.512,
4948,191.704,191.704,191.704,
4949,188.108,188.108,188.108,
4950,214.768,214.768,214.768,
4951,234.98,234.98,234.98,
4952,228.532,228.532,228.532,
4953,238.204,238.204,238.204,
4954,317.316,317.316,317.316,
4955,324.26,324.26,324.26,
4956,351.788,351.788,351.788,
4957,382.788,382.788,382.788,
4958,408.58,408.58,408.58,
4959,462.768,462.768,462.768,
4960,495.38,495.38,495.38,
4961,564.82,564.82,564.82,
4962,537.416,537.416,537.416,
4963,521.296,521.296,521.296,
4964,508.4,917.6,917.6,
4965,495.752,904.952,904.952,
4966,437.968,847.168,847.168,
4967,374.604,713.32,713.32,
4968,305.908,305.908,305.908,
4969,272.676,272.676,272.676,
4970,250.232,250.232,250.232,
4971,230.144,230.144,230.144,
4972,216.876,216.876,216.876,
4973,218.24,218.24,218.24,
4974,244.9,244.9,244.9,
4975,259.532,259.532,259.532,
4976,256.556,256.556,256.556,
4977,251.596,251.596,251.596,
4978,335.916,335.916,335.916,
4979,350.424,350.424,350.424,
4980,364.436,364.436,364.436,
4981,399.156,399.156,399.156,
4982,424.328,424.328,424.328,
4983,457.56,457.56,457.56,
4984,498.232,498.232,498.232,
4985,563.084,563.084,563.084,
4986,514.476,514.476,514.476,
4987,463.388,463.388,463.388,
4988,451.732,860.932,860.932,
4989,451.98,861.18,861.18,
4990,399.032,808.232,808.232,
4991,337.776,676.492,676.492,
4992,276.024,276.024,276.024,
4993,237.708,237.708,237.708,
4994,216.132,216.132,216.132,
4995,201.004,201.004,201.004,
4996,189.472,189.472,189.472,
4997,183.768,183.768,183.768,
4998,213.28,213.28,213.28,
4999,237.212,237.212,237.212,
5000,237.46,237.46,237.46,
5001,263.996,263.996,263.996,
5002,309.628,309.628,309.628,
5003,327.484,327.484,327.484,
5004,350.3,350.3,350.3,
5005,375.844,375.844,375.844,
5006,389.608,389.608,389.608,
5007,439.456,439.456,439.456,
5008,465.248,465.248,465.248,
5009,518.072,518.072,518.072,
5010,493.272,493.272,493.272,
5011,463.884,463.884,463.884,
5012,447.888,857.088,857.088,
5013,436.48,845.68,845.68,
5014,383.284,792.484,792.484,
5015,319.92,658.636,658.636,
5016,263.376,263.376,263.376,
5017,229.772,229.772,229.772,
5018,210.304,210.304,210.304,
5019,196.292,196.292,196.292,
5020,186.124,186.124,186.124,
5021,180.544,180.544,180.544,
5022,215.14,215.14,215.14,
5023,236.468,236.468,236.468,
5024,228.656,228.656,228.656,
5025,240.808,240.808,240.808,
5026,312.604,312.604,312.604,
5027,340.132,340.132,340.132,
5028,355.136,355.136,355.136,
5029,377.456,377.456,377.456,
5030,401.388,401.388,401.388,
5031,443.176,443.176,443.176,
5032,486.948,486.948,486.948,
5033,551.18,551.18,551.18,
5034,520.552,520.552,520.552,
5035,473.556,473.556,473.556,
5036,415.276,824.476,824.476,
5037,361.708,770.908,770.908,
5038,315.704,724.904,724.904,
5039,251.596,590.312,590.312,
5040,187.116,187.116,187.116,
5041,155.992,155.992,155.992,
5042,140.616,140.616,140.616,
5043,132.556,132.556,132.556,
5044,126.604,126.604,126.604,
5045,132.06,132.06,132.06,
5046,155.868,155.868,155.868,
5047,187.86,187.86,187.86,
5048,178.56,178.56,178.56,
5049,171.616,171.616,171.616,
5050,189.348,189.348,189.348,
5051,202.368,202.368,202.368,
5052,227.044,227.044,227.044,
5053,253.456,253.456,253.456,
5054,287.06,287.06,287.06,
5055,320.54,320.54,320.54,
5056,365.8,365.8,365.8,
5057,417.012,417.012,417.012,
5058,403.868,403.868,403.868,
5059,404.24,404.24,404.24,
5060,403.372,812.572,812.572,
5061,406.596,815.796,815.796,
5062,360.716,769.916,769.916,
5063,299.336,638.052,638.052,
5064,247.008,247.008,247.008,
5065,216.38,216.38,216.38,
5066,192.696,192.696,192.696,
5067,183.644,183.644,183.644,
5068,173.104,173.104,173.104,
5069,175.584,175.584,175.584,
5070,204.352,204.352,204.352,
5071,220.72,220.72,220.72,
5072,211.668,211.668,211.668,
5073,215.016,215.016,215.016,
5074,269.204,269.204,269.204,
5075,284.456,284.456,284.456,
5076,300.576,300.576,300.576,
5077,316.076,316.076,316.076,
5078,338.892,338.892,338.892,
5079,352.78,352.78,352.78,
5080,351.788,351.788,351.788,
5081,389.236,389.236,389.236,
5082,376.712,376.712,376.712,
5083,357.492,357.492,357.492,
5084,356.5,765.7,765.7,
5085,362.576,771.776,771.776,
5086,325.004,734.204,734.204,
5087,276.768,615.484,615.484,
5088,227.168,227.168,227.168,
5089,205.468,205.468,205.468,
5090,193.936,193.936,193.936,
5091,189.72,189.72,189.72,
5092,187.364,187.364,187.364,
5093,190.34,190.34,190.34,
5094,233.368,233.368,233.368,
5095,249.984,249.984,249.984,
5096,247.256,247.256,247.256,
5097,269.452,269.452,269.452,
5098,347.944,347.944,347.944,
5099,347.448,347.448,347.448,
5100,362.452,362.452,362.452,
5101,389.484,389.484,389.484,
5102,421.972,421.972,421.972,
5103,464.628,464.628,464.628,
5104,515.964,515.964,515.964,
5105,593.836,593.836,593.836,
5106,577.468,577.468,577.468,
5107,577.716,577.716,577.716,
5108,574.12,983.32,983.32,
5109,556.884,966.084,966.084,
5110,497.488,906.688,906.688,
5111,430.28,768.996,768.996,
5112,355.508,355.508,355.508,
5113,306.528,306.528,306.528,
5114,279,279,279,
5115,260.028,260.028,260.028,
5116,246.14,246.14,246.14,
5117,236.592,236.592,236.592,
5118,269.824,269.824,269.824,
5119,285.324,285.324,285.324,
5120,279.372,279.372,279.372,
5121,293.26,293.26,293.26,
5122,345.216,345.216,345.216,
5123,344.472,344.472,344.472,
5124,354.516,354.516,354.516,
5125,362.7,362.7,362.7,
5126,397.916,397.916,397.916,
5127,410.44,410.44,410.44,
5128,422.22,422.22,422.22,
5129,498.728,498.728,498.728,
5130,472.44,472.44,472.44,
5131,465.496,465.496,465.496,
5132,462.396,871.596,871.596,
5133,462.148,871.348,871.348,
5134,395.684,804.884,804.884,
5135,340.38,679.096,679.096,
5136,281.108,281.108,281.108,
5137,249.736,249.736,249.736,
5138,233.616,233.616,233.616,
5139,224.564,224.564,224.564,
5140,212.784,212.784,212.784,
5141,201.5,201.5,201.5,
5142,236.964,236.964,236.964,
5143,251.348,251.348,251.348,
5144,238.08,238.08,238.08,
5145,232.128,232.128,232.128,
5146,292.268,292.268,292.268,
5147,303.676,303.676,303.676,
5148,319.3,319.3,319.3,
5149,347.696,347.696,347.696,
5150,375.224,375.224,375.224,
5151,414.532,414.532,414.532,
5152,459.296,459.296,459.296,
5153,525.264,525.264,525.264,
5154,511.624,511.624,511.624,
5155,507.78,507.78,507.78,
5156,505.052,914.252,914.252,
5157,482.236,891.436,891.436,
5158,421.476,830.676,830.676,
5159,357.988,696.704,696.704,
5160,288.052,288.052,288.052,
5161,253.828,253.828,253.828,
5162,227.54,227.54,227.54,
5163,213.28,213.28,213.28,
5164,196.664,196.664,196.664,
5165,189.596,189.596,189.596,
5166,221.712,221.712,221.712,
5167,247.504,247.504,247.504,
5168,242.668,242.668,242.668,
5169,260.152,260.152,260.152,
5170,321.656,321.656,321.656,
5171,335.42,335.42,335.42,
5172,350.672,350.672,350.672,
5173,381.548,381.548,381.548,
5174,405.356,405.356,405.356,
5175,436.48,436.48,436.48,
5176,472.192,472.192,472.192,
5177,548.452,548.452,548.452,
5178,528.984,528.984,528.984,
5179,519.56,519.56,519.56,
5180,515.468,924.668,924.668,
5181,493.396,902.596,902.596,
5182,424.452,833.652,833.652,
5183,364.064,702.78,702.78,
5184,299.336,299.336,299.336,
5185,264.74,264.74,264.74,
5186,237.708,237.708,237.708,
5187,226.92,226.92,226.92,
5188,216.256,216.256,216.256,
5189,214.024,214.024,214.024,
5190,253.704,253.704,253.704,
5191,271.56,271.56,271.56,
5192,259.78,259.78,259.78,
5193,277.14,277.14,277.14,
5194,325.252,325.252,325.252,
5195,342.86,342.86,342.86,
5196,363.94,363.94,363.94,
5197,382.416,382.416,382.416,
5198,411.556,411.556,411.556,
5199,442.432,442.432,442.432,
5200,480.376,480.376,480.376,
5201,557.38,557.38,557.38,
5202,536.176,536.176,536.176,
5203,527,527,527,
5204,521.048,930.248,930.248,
5205,489.304,898.504,898.504,
5206,413.416,822.616,822.616,
5207,346.952,685.668,685.668,
5208,282.968,282.968,282.968,
5209,257.548,257.548,257.548,
5210,235.972,235.972,235.972,
5211,220.844,220.844,220.844,
5212,189.72,189.72,189.72,
5213,185.504,185.504,185.504,
5214,211.668,211.668,211.668,
5215,239.816,239.816,239.816,
5216,239.816,239.816,239.816,
5217,258.54,258.54,258.54,
5218,330.46,330.46,330.46,
5219,344.224,344.224,344.224,
5220,374.356,374.356,374.356,
5221,399.652,399.652,399.652,
5222,434.868,434.868,434.868,
5223,471.944,471.944,471.944,
5224,521.42,521.42,521.42,
5225,595.324,595.324,595.324,
5226,564.572,564.572,564.572,
5227,551.056,551.056,551.056,
5228,543.74,952.94,952.94,
5229,502.448,911.648,911.648,
5230,430.528,839.728,839.728,
5231,368.776,707.492,707.492,
5232,305.04,305.04,305.04,
5233,269.576,269.576,269.576,
5234,227.044,227.044,227.044,
5235,213.652,213.652,213.652,
5236,201.128,201.128,201.128,
5237,201.996,201.996,201.996,
5238,214.768,214.768,214.768,
5239,246.016,246.016,246.016,
5240,251.348,251.348,251.348,
5241,276.892,276.892,276.892,
5242,348.316,348.316,348.316,
5243,367.784,367.784,367.784,
5244,403.496,403.496,403.496,
5245,448.384,448.384,448.384,
5246,482.484,482.484,482.484,
5247,524.272,524.272,524.272,
5248,568.54,568.54,568.54,
5249,635.252,635.252,635.252,
5250,605.492,605.492,605.492,
5251,591.356,591.356,591.356,
5252,571.392,980.592,980.592,
5253,518.444,927.644,927.644,
5254,450.244,859.444,859.444,
5255,396.924,735.64,735.64,
5256,314.216,314.216,314.216,
5257,271.808,271.808,271.808,
5258,248,248,248,
5259,236.964,236.964,236.964,
5260,223.448,223.448,223.448,
5261,220.968,220.968,220.968,
5262,261.268,261.268,261.268,
5263,278.256,278.256,278.256,
5264,285.944,285.944,285.944,
5265,313.348,313.348,313.348,
5266,392.46,392.46,392.46,
5267,395.932,395.932,395.932,
5268,426.188,426.188,426.188,
5269,451.856,451.856,451.856,
5270,480.128,480.128,480.128,
5271,515.468,515.468,515.468,
5272,560.48,560.48,560.48,
5273,629.796,629.796,629.796,
5274,614.792,614.792,614.792,
5275,590.488,590.488,590.488,
5276,548.824,958.024,958.024,
5277,517.204,926.404,926.404,
5278,462.396,871.596,871.596,
5279,388.368,727.084,727.084,
5280,323.764,323.764,323.764,
5281,294.004,294.004,294.004,
5282,269.7,269.7,269.7,
5283,248.248,248.248,248.248,
5284,232.996,232.996,232.996,
5285,229.896,229.896,229.896,
5286,259.036,259.036,259.036,
5287,274.412,274.412,274.412,
5288,269.576,269.576,269.576,
5289,261.144,261.144,261.144,
5290,325.128,325.128,325.128,
5291,339.016,339.016,339.016,
5292,358.36,358.36,358.36,
5293,401.388,401.388,401.388,
5294,441.068,441.068,441.068,
5295,471.324,471.324,471.324,
5296,513.484,513.484,513.484,
5297,587.016,587.016,587.016,
5298,567.92,567.92,567.92,
5299,557.256,557.256,557.256,
5300,561.596,970.796,970.796,
5301,554.28,963.48,963.48,
5302,432.388,841.588,841.588,
5303,357.244,695.96,695.96,
5304,287.06,287.06,287.06,
5305,231.136,231.136,231.136,
5306,214.892,214.892,214.892,
5307,198.152,198.152,198.152,
5308,186.124,186.124,186.124,
5309,186.744,186.744,186.744,
5310,218.612,218.612,218.612,
5311,242.42,242.42,242.42,
5312,236.096,236.096,236.096,
5313,251.968,251.968,251.968,
5314,312.976,312.976,312.976,
5315,321.036,321.036,321.036,
5316,350.548,350.548,350.548,
5317,374.976,374.976,374.976,
5318,412.424,412.424,412.424,
5319,460.164,460.164,460.164,
5320,514.352,514.352,514.352,
5321,588.008,588.008,588.008,
5322,569.16,569.16,569.16,
5323,424.08,424.08,424.08,
5324,452.972,862.172,862.172,
5325,457.684,866.884,866.884,
5326,389.36,798.56,798.56,
5327,342.364,681.08,681.08,
5328,294.5,294.5,294.5,
5329,267.592,267.592,267.592,
5330,230.516,230.516,230.516,
5331,215.636,215.636,215.636,
5332,196.788,196.788,196.788,
5333,197.904,197.904,197.904,
5334,237.708,237.708,237.708,
5335,263.748,263.748,263.748,
5336,260.524,260.524,260.524,
5337,269.824,269.824,269.824,
5338,354.144,354.144,354.144,
5339,372.124,372.124,372.124,
5340,397.916,397.916,397.916,
5341,452.848,452.848,452.848,
5342,480.252,480.252,480.252,
5343,507.036,507.036,507.036,
5344,529.48,529.48,529.48,
5345,608.22,608.22,608.22,
5346,582.8,582.8,582.8,
5347,564.324,564.324,564.324,
5348,524.892,934.092,934.092,
5349,510.756,919.956,919.956,
5350,437.348,846.548,846.548,
5351,363.072,701.788,701.788,
5352,309.628,309.628,309.628,
5353,259.78,259.78,259.78,
5354,235.228,235.228,235.228,
5355,219.852,219.852,219.852,
5356,210.056,210.056,210.056,
5357,206.088,206.088,206.088,
5358,245.396,245.396,245.396,
5359,251.968,251.968,251.968,
5360,240.064,240.064,240.064,
5361,246.512,246.512,246.512,
5362,315.704,315.704,315.704,
5363,326.864,326.864,326.864,
5364,343.976,343.976,343.976,
5365,371.008,371.008,371.008,
5366,407.712,407.712,407.712,
5367,434.124,434.124,434.124,
5368,466.984,466.984,466.984,
5369,530.844,530.844,530.844,
5370,493.768,493.768,493.768,
5371,482.856,482.856,482.856,
5372,486.452,895.652,895.652,
5373,472.44,881.64,881.64,
5374,421.104,830.304,830.304,
5375,353.648,692.364,692.364,
5376,291.4,291.4,291.4,
5377,243.288,243.288,243.288,
5378,215.14,215.14,215.14,
5379,202.244,202.244,202.244,
5380,191.208,191.208,191.208,
5381,190.216,190.216,190.216,
5382,211.42,211.42,211.42,
5383,229.524,229.524,229.524,
5384,214.768,214.768,214.768,
5385,207.08,207.08,207.08,
5386,263.996,263.996,263.996,
5387,265.98,265.98,265.98,
5388,291.648,291.648,291.648,
5389,312.232,312.232,312.232,
5390,347.076,347.076,347.076,
5391,375.72,375.72,375.72,
5392,413.788,413.788,413.788,
5393,472.316,472.316,472.316,
5394,453.22,453.22,453.22,
5395,443.548,443.548,443.548,
5396,432.016,841.216,841.216,
5397,425.444,834.644,834.644,
5398,374.108,783.308,783.308,
5399,278.38,617.096,617.096,
5400,205.964,205.964,205.964,
5401,174.096,174.096,174.096,
5402,155.372,155.372,155.372,
5403,146.196,146.196,146.196,
5404,137.764,137.764,137.764,
5405,138.384,138.384,138.384,
5406,155.248,155.248,155.248,
5407,178.56,178.56,178.56,
5408,159.588,159.588,159.588,
5409,133.796,133.796,133.796,
5410,147.56,147.56,147.56,
5411,164.796,164.796,164.796,
5412,196.168,196.168,196.168,
5413,223.2,223.2,223.2,
5414,256.68,256.68,256.68,
5415,280.116,280.116,280.116,
5416,313.224,313.224,313.224,
5417,382.912,382.912,382.912,
5418,374.604,374.604,374.604,
5419,372.372,372.372,372.372,
5420,383.656,792.856,792.856,
5421,384.524,793.724,793.724,
5422,326.74,735.94,735.94,
5423,278.628,617.344,617.344,
5424,225.556,225.556,225.556,
5425,192.572,192.572,192.572,
5426,172.856,172.856,172.856,
5427,159.092,159.092,159.092,
5428,147.808,147.808,147.808,
5429,144.832,144.832,144.832,
5430,162.688,162.688,162.688,
5431,184.264,184.264,184.264,
5432,172.856,172.856,172.856,
5433,177.072,177.072,177.072,
5434,232.004,232.004,232.004,
5435,240.188,240.188,240.188,
5436,262.012,262.012,262.012,
5437,294.376,294.376,294.376,
5438,329.22,329.22,329.22,
5439,352.78,352.78,352.78,
5440,389.112,389.112,389.112,
5441,444.912,444.912,444.912,
5442,420.36,420.36,420.36,
5443,409.82,409.82,409.82,
5444,413.292,822.492,822.492,
5445,394.32,803.52,803.52,
5446,341.496,750.696,750.696,
5447,283.34,622.056,622.056,
5448,220.844,220.844,220.844,
5449,194.432,194.432,194.432,
5450,164.052,164.052,164.052,
5451,150.784,150.784,150.784,
5452,136.152,136.152,136.152,
5453,132.308,132.308,132.308,
5454,146.568,146.568,146.568,
5455,169.384,169.384,169.384,
5456,158.472,158.472,158.472,
5457,156.984,156.984,156.984,
5458,210.552,210.552,210.552,
5459,221.092,221.092,221.092,
5460,242.42,242.42,242.42,
5461,275.032,275.032,275.032,
5462,302.188,302.188,302.188,
5463,337.404,337.404,337.404,
5464,369.024,369.024,369.024,
5465,431.644,431.644,431.644,
5466,407.216,407.216,407.216,
5467,407.464,407.464,407.464,
5468,400.396,809.596,809.596,
5469,389.732,798.932,798.932,
5470,314.836,724.036,724.036,
5471,250.108,588.824,588.824,
5472,202.368,202.368,202.368,
5473,176.948,176.948,176.948,
5474,155.992,155.992,155.992,
5475,139.5,139.5,139.5,
5476,126.108,126.108,126.108,
5477,123.504,123.504,123.504,
5478,136.152,136.152,136.152,
5479,160.084,160.084,160.084,
5480,147.684,147.684,147.684,
5481,147.312,147.312,147.312,
5482,201.872,201.872,201.872,
5483,214.024,214.024,214.024,
5484,249.86,249.86,249.86,
5485,277.264,277.264,277.264,
5486,316.076,316.076,316.076,
5487,366.792,366.792,366.792,
5488,394.94,394.94,394.94,
5489,466.116,466.116,466.116,
5490,439.208,439.208,439.208,
5491,419.864,419.864,419.864,
5492,409.2,818.4,818.4,
5493,386.756,795.956,795.956,
5494,303.18,712.38,712.38,
5495,260.896,599.612,599.612,
5496,188.48,188.48,188.48,
5497,157.108,157.108,157.108,
5498,130.944,130.944,130.944,
5499,119.784,119.784,119.784,
5500,110.608,110.608,110.608,
5501,110.112,110.112,110.112,
5502,122.884,122.884,122.884,
5503,148.676,148.676,148.676,
5504,139.004,139.004,139.004,
5505,141.112,141.112,141.112,
5506,196.664,196.664,196.664,
5507,217,217,217,
5508,250.108,250.108,250.108,
5509,279.62,279.62,279.62,
5510,317.936,317.936,317.936,
5511,350.424,350.424,350.424,
5512,372.372,372.372,372.372,
5513,412.3,412.3,412.3,
5514,395.932,395.932,395.932,
5515,384.276,384.276,384.276,
5516,371.628,780.828,780.828,
5517,355.632,764.832,764.832,
5518,301.568,710.768,710.768,
5519,248,586.716,586.716,
5520,193.068,193.068,193.068,
5521,170.624,170.624,170.624,
5522,154.876,154.876,154.876,
5523,138.632,138.632,138.632,
5524,131.192,131.192,131.192,
5525,127.348,127.348,127.348,
5526,145.948,145.948,145.948,
5527,176.328,176.328,176.328,
5528,169.384,169.384,169.384,
5529,181.04,181.04,181.04,
5530,231.012,231.012,231.012,
5531,237.336,237.336,237.336,
5532,255.068,255.068,255.068,
5533,273.916,273.916,273.916,
5534,301.568,301.568,301.568,
5535,322.772,322.772,322.772,
5536,356.5,356.5,356.5,
5537,414.284,414.284,414.284,
5538,398.164,398.164,398.164,
5539,395.188,395.188,395.188,
5540,386.88,796.08,796.08,
5541,382.292,791.492,791.492,
5542,317.316,726.516,726.516,
5543,261.268,599.984,599.984,
5544,201.128,201.128,201.128,
5545,169.012,169.012,169.012,
5546,146.072,146.072,146.072,
5547,139.996,139.996,139.996,
5548,125.736,125.736,125.736,
5549,123.504,123.504,123.504,
5550,140.368,140.368,140.368,
5551,173.972,173.972,173.972,
5552,168.764,168.764,168.764,
5553,174.22,174.22,174.22,
5554,225.804,225.804,225.804,
5555,233.244,233.244,233.244,
5556,252.464,252.464,252.464,
5557,278.752,278.752,278.752,
5558,302.808,302.808,302.808,
5559,332.816,332.816,332.816,
5560,364.932,364.932,364.932,
5561,415.4,415.4,415.4,
5562,405.48,405.48,405.48,
5563,393.7,393.7,393.7,
5564,385.888,795.088,795.088,
5565,367.288,776.488,776.488,
5566,314.464,723.664,723.664,
5567,249.984,588.7,588.7,
5568,187.364,187.364,187.364,
5569,156.116,156.116,156.116,
5570,134.664,134.664,134.664,
5571,127.968,127.968,127.968,
5572,107.88,107.88,107.88,
5573,114.576,114.576,114.576,
5574,134.912,134.912,134.912,
5575,166.904,166.904,166.904,
5576,160.456,160.456,160.456,
5577,167.152,167.152,167.152,
5578,218.984,218.984,218.984,
5579,239.32,239.32,239.32,
5580,273.42,273.42,273.42,
5581,306.156,306.156,306.156,
5582,342.86,342.86,342.86,
5583,379.316,379.316,379.316,
5584,418.624,418.624,418.624,
5585,478.516,478.516,478.516,
5586,463.884,463.884,463.884,
5587,456.32,456.32,456.32,
5588,446.4,855.6,855.6,
5589,413.416,822.616,822.616,
5590,349.184,758.384,758.384,
5591,273.544,612.26,612.26,
5592,211.048,211.048,211.048,
5593,183.644,183.644,183.644,
5594,155.372,155.372,155.372,
5595,141.856,141.856,141.856,
5596,129.828,129.828,129.828,
5597,136.276,136.276,136.276,
5598,154.752,154.752,154.752,
5599,185.38,185.38,185.38,
5600,180.172,180.172,180.172,
5601,187.984,187.984,187.984,
5602,232.376,232.376,232.376,
5603,261.144,261.144,261.144,
5604,287.928,287.928,287.928,
5605,326.12,326.12,326.12,
5606,364.064,364.064,364.064,
5607,392.46,392.46,392.46,
5608,432.636,432.636,432.636,
5609,493.148,493.148,493.148,
5610,460.784,460.784,460.784,
5611,441.068,441.068,441.068,
5612,435.364,844.564,844.564,
