Time step,Grid total load,Grid net load,s1 total load,
3209,464.628,464.628,464.628,
3210,443.548,443.548,443.548,
3211,425.444,425.444,425.444,
3212,389.484,798.684,798.684,
3213,373.488,782.688,782.688,
3214,315.332,724.532,724.532,
3215,258.912,597.628,597.628,
3216,188.976,188.976,188.976,
3217,157.356,157.356,157.356,
3218,125.24,125.24,125.24,
3219,108.996,108.996,108.996,
3220,76.26,76.26,76.26,
3221,73.408,73.408,73.408,
3222,80.352,80.352,80.352,
3223,121.272,121.272,121.272,
3224,139.996,139.996,139.996,
3225,152.768,152.768,152.768,
3226,196.044,196.044,196.044,
3227,210.304,210.304,210.304,
3228,236.344,236.344,236.344,
3229,265.484,265.484,265.484,
3230,300.7,300.7,300.7,
3231,348.564,348.564,348.564,
3232,388.988,388.988,388.988,
3233,451.856,451.856,451.856,
3234,433.132,433.132,433.132,
3235,417.508,417.508,417.508,
3236,402.132,811.332,811.332,
3237,364.312,773.512,773.512,
3238,307.892,717.092,717.092,
3239,248.248,586.964,586.964,
3240,184.512,184.512,184.512,
3241,152.396,152.396,152.396,
3242,133.176,133.176,133.176,
3243,115.196,115.196,115.196,
3244,101.68,101.68,101.68,
3245,101.184,101.184,101.184,
3246,112.344,112.344,112.344,
3247,147.808,147.808,147.808,
3248,140.988,140.988,140.988,
3249,153.388,153.388,153.388,
3250,191.828,191.828,191.828,
3251,206.708,206.708,206.708,
3252,229.648,229.648,229.648,
3253,258.292,258.292,258.292,
3254,286.44,286.44,286.44,
3255,327.484,327.484,327.484,
3256,360.964,360.964,360.964,
3257,416.764,416.764,416.764,
3258,401.884,401.884,401.884,
3259,386.88,386.88,386.88,
3260,377.456,786.656,786.656,
3261,357.492,766.692,766.692,
3262,296.36,705.56,705.56,
3263,236.22,574.936,574.936,
3264,178.808,178.808,178.808,
3265,153.388,153.388,153.388,
3266,132.804,132.804,132.804,
3267,110.484,110.484,110.484,
3268,103.416,103.416,103.416,
3269,81.468,81.468,81.468,
3270,80.352,80.352,80.352,
3271,132.06,132.06,132.06,
3272,138.508,138.508,138.508,
3273,147.064,147.064,147.064,
3274,186.868,186.868,186.868,
3275,198.152,198.152,198.152,
3276,214.396,214.396,214.396,
3277,241.428,241.428,241.428,
3278,270.692,270.692,270.692,
3279,309.628,309.628,309.628,
3280,349.928,349.928,349.928,
3281,395.808,395.808,395.808,
3282,393.576,393.576,393.576,
3283,390.352,390.352,390.352,
3284,396.8,806,806,
3285,351.664,760.864,760.864,
3286,294.624,703.824,703.824,
3287,235.476,574.192,574.192,
3288,178.312,178.312,178.312,
3289,148.428,148.428,148.428,
3290,129.58,129.58,129.58,
3291,120.032,120.032,120.032,
3292,113.832,113.832,113.832,
3293,117.8,117.8,117.8,
3294,139.872,139.872,139.872,
3295,172.484,172.484,172.484,
3296,169.756,169.756,169.756,
3297,178.188,178.188,178.188,
3298,221.836,221.836,221.836,
3299,237.832,237.832,237.832,
3300,248.62,248.62,248.62,
3301,262.384,262.384,262.384,
3302,288.176,288.176,288.176,
3303,306.032,306.032,306.032,
3304,345.216,345.216,345.216,
3305,399.9,399.9,399.9,
3306,389.484,389.484,389.484,
3307,346.828,346.828,346.828,
3308,337.28,746.48,746.48,
3309,302.56,711.76,711.76,
3310,245.272,654.472,654.472,
3311,191.456,530.172,530.172,
3312,137.144,137.144,137.144,
3313,110.608,110.608,110.608,
3314,95.108,95.108,95.108,
3315,89.032,89.032,89.032,
3316,84.196,84.196,84.196,
3317,88.288,88.288,88.288,
3318,108.252,108.252,108.252,
3319,144.088,144.088,144.088,
3320,132.308,132.308,132.308,
3321,123.876,123.876,123.876,
3322,131.316,131.316,131.316,
3323,145.576,145.576,145.576,
3324,152.52,152.52,152.52,
3325,163.928,163.928,163.928,
3326,182.28,182.28,182.28,
3327,191.456,191.456,191.456,
3328,219.108,219.108,219.108,
3329,261.64,261.64,261.64,
3330,274.164,274.164,274.164,
3331,282.348,282.348,282.348,
3332,301.692,710.892,710.892,
3333,310.124,719.324,719.324,
3334,262.26,671.46,671.46,
3335,204.6,543.316,543.316,
3336,156.488,156.488,156.488,
3337,121.272,121.272,121.272,
3338,112.096,112.096,112.096,
3339,84.196,84.196,84.196,
3340,74.276,74.276,74.276,
3341,72.168,72.168,72.168,
3342,97.464,97.464,97.464,
3343,108.624,108.624,108.624,
3344,134.788,134.788,134.788,
3345,140.12,140.12,140.12,
3346,170.5,170.5,170.5,
3347,184.512,184.512,184.512,
3348,202.988,202.988,202.988,
3349,227.044,227.044,227.044,
3350,246.016,246.016,246.016,
3351,272.056,272.056,272.056,
3352,283.712,283.712,283.712,
3353,337.9,337.9,337.9,
3354,329.344,329.344,329.344,
3355,322.028,322.028,322.028,
3356,325.128,734.328,734.328,
3357,318.06,727.26,727.26,
3358,270.072,679.272,679.272,
3359,215.14,553.856,553.856,
3360,159.588,159.588,159.588,
3361,127.224,127.224,127.224,
3362,110.732,110.732,110.732,
3363,98.58,98.58,98.58,
3364,91.636,91.636,91.636,
3365,90.52,90.52,90.52,
3366,105.772,105.772,105.772,
3367,140.864,140.864,140.864,
3368,138.384,138.384,138.384,
3369,143.964,143.964,143.964,
3370,192.324,192.324,192.324,
3371,198.524,198.524,198.524,
3372,213.652,213.652,213.652,
3373,232.872,232.872,232.872,
3374,264.988,264.988,264.988,
3375,289.664,289.664,289.664,
3376,311.984,311.984,311.984,
3377,396.18,396.18,396.18,
3378,371.504,371.504,371.504,
3379,364.56,364.56,364.56,
3380,356.004,765.204,765.204,
3381,347.2,756.4,756.4,
3382,294.624,703.824,703.824,
3383,234.236,572.952,572.952,
3384,177.692,177.692,177.692,
3385,150.164,150.164,150.164,
3386,118.42,118.42,118.42,
3387,76.136,76.136,76.136,
3388,57.164,57.164,57.164,
3389,62.62,62.62,62.62,
3390,80.352,80.352,80.352,
3391,108.252,108.252,108.252,
3392,107.136,107.136,107.136,
3393,118.668,118.668,118.668,
3394,149.544,149.544,149.544,
3395,163.184,163.184,163.184,
3396,173.6,173.6,173.6,
3397,189.596,189.596,189.596,
3398,205.964,205.964,205.964,
3399,229.152,229.152,229.152,
3400,269.328,269.328,269.328,
3401,309.256,309.256,309.256,
3402,313.1,313.1,313.1,
3403,306.776,306.776,306.776,
3404,300.824,710.024,710.024,
3405,296.732,705.932,705.932,
3406,247.008,656.208,656.208,
3407,194.804,533.52,533.52,
3408,136.772,136.772,136.772,
3409,110.608,110.608,110.608,
3410,91.264,91.264,91.264,
3411,79.98,79.98,79.98,
3412,74.524,74.524,74.524,
3413,73.16,73.16,73.16,
3414,84.692,84.692,84.692,
3415,124.124,124.124,124.124,
3416,119.164,119.164,119.164,
3417,121.644,121.644,121.644,
3418,152.768,152.768,152.768,
3419,163.06,163.06,163.06,
3420,183.892,183.892,183.892,
3421,203.112,203.112,203.112,
3422,227.168,227.168,227.168,
3423,242.172,242.172,242.172,
3424,284.208,284.208,284.208,
3425,327.36,327.36,327.36,
3426,325.624,325.624,325.624,
3427,314.216,314.216,314.216,
3428,322.276,731.476,731.476,
3429,313.348,722.548,722.548,
3430,255.812,665.012,665.012,
3431,201.748,540.464,540.464,
3432,146.816,146.816,146.816,
3433,118.916,118.916,118.916,
3434,102.548,102.548,102.548,
3435,77.128,77.128,77.128,
3436,57.164,57.164,57.164,
3437,62.62,62.62,62.62,
3438,80.352,80.352,80.352,
3439,108.252,108.252,108.252,
3440,111.228,111.228,111.228,
3441,116.436,116.436,116.436,
3442,155,155,155,
3443,171.244,171.244,171.244,
3444,180.792,180.792,180.792,
3445,203.112,203.112,203.112,
3446,230.02,230.02,230.02,
3447,281.976,281.976,281.976,
3448,305.66,305.66,305.66,
3449,363.196,363.196,363.196,
3450,343.976,343.976,343.976,
3451,324.136,324.136,324.136,
3452,315.208,724.408,724.408,
3453,306.032,715.232,715.232,
3454,256.432,665.632,665.632,
3455,201.252,539.968,539.968,
3456,142.6,142.6,142.6,
3457,118.792,118.792,118.792,
3458,98.084,98.084,98.084,
3459,83.948,83.948,83.948,
3460,74.4,74.4,74.4,
3461,75.516,75.516,75.516,
3462,86.428,86.428,86.428,
3463,126.108,126.108,126.108,
3464,121.768,121.768,121.768,
3465,123.132,123.132,123.132,
3466,145.08,145.08,145.08,
3467,162.936,162.936,162.936,
3468,176.08,176.08,176.08,
3469,192.82,192.82,192.82,
3470,208.94,208.94,208.94,
3471,235.848,235.848,235.848,
3472,270.072,270.072,270.072,
3473,310.62,310.62,310.62,
3474,312.108,312.108,312.108,
3475,309.256,309.256,309.256,
3476,314.712,723.912,723.912,
3477,307.768,716.968,716.968,
3478,257.424,666.624,666.624,
3479,200.88,539.596,539.596,
3480,141.484,141.484,141.484,
3481,105.152,105.152,105.152,
3482,85.932,85.932,85.932,
3483,76.88,76.88,76.88,
3484,69.688,69.688,69.688,
3485,69.812,69.812,69.812,
3486,75.268,75.268,75.268,
3487,107.632,107.632,107.632,
3488,96.968,96.968,96.968,
3489,91.264,91.264,91.264,
3490,123.256,123.256,123.256,
3491,137.392,137.392,137.392,
3492,159.092,159.092,159.092,
3493,194.184,194.184,194.184,
3494,223.572,223.572,223.572,
3495,263.624,263.624,263.624,
3496,308.636,308.636,308.636,
3497,370.264,370.264,370.264,
3498,350.548,350.548,350.548,
3499,344.596,344.596,344.596,
3500,347.076,756.276,756.276,
3501,321.78,730.98,730.98,
3502,279.62,688.82,688.82,
3503,219.356,558.072,558.072,
3504,166.532,166.532,166.532,
3505,134.416,134.416,134.416,
3506,117.18,117.18,117.18,
3507,103.168,103.168,103.168,
3508,89.9,89.9,89.9,
3509,89.9,89.9,89.9,
3510,98.456,98.456,98.456,
3511,128.092,128.092,128.092,
3512,116.684,116.684,116.684,
3513,120.776,120.776,120.776,
3514,156.984,156.984,156.984,
3515,175.708,175.708,175.708,
3516,205.84,205.84,205.84,
3517,234.608,234.608,234.608,
3518,271.932,271.932,271.932,
3519,301.32,301.32,301.32,
3520,326.616,326.616,326.616,
3521,391.84,391.84,391.84,
3522,375.472,375.472,375.472,
3523,367.04,367.04,367.04,
3524,360.096,769.296,769.296,
3525,340.752,749.952,749.952,
3526,282.348,691.548,691.548,
3527,219.852,558.568,558.568,
3528,168.764,168.764,168.764,
3529,140.368,140.368,140.368,
3530,118.668,118.668,118.668,
3531,103.788,103.788,103.788,
3532,91.76,91.76,91.76,
3533,88.412,88.412,88.412,
3534,92.008,92.008,92.008,
3535,123.38,123.38,123.38,
3536,112.344,112.344,112.344,
3537,109.616,109.616,109.616,
3538,145.08,145.08,145.08,
3539,151.28,151.28,151.28,
3540,166.408,166.408,166.408,
3541,191.828,191.828,191.828,
3542,219.356,219.356,219.356,
3543,246.264,246.264,246.264,
3544,283.836,283.836,283.836,
3545,344.224,344.224,344.224,
3546,345.092,345.092,345.092,
3547,325.004,325.004,325.004,
3548,308.264,717.464,717.464,
3549,304.544,713.744,713.744,
3550,254.944,664.144,664.144,
3551,201.376,540.092,540.092,
3552,146.444,146.444,146.444,
3553,126.48,126.48,126.48,
3554,107.136,107.136,107.136,
3555,69.192,69.192,69.192,
3556,57.164,57.164,57.164,
3557,62.62,62.62,62.62,
3558,80.352,80.352,80.352,
3559,108.252,108.252,108.252,
3560,97.34,97.34,97.34,
3561,112.22,112.22,112.22,
3562,140.492,140.492,140.492,
3563,150.04,150.04,150.04,
3564,165.292,165.292,165.292,
3565,183.644,183.644,183.644,
3566,202.74,202.74,202.74,
3567,228.408,228.408,228.408,
3568,260.152,260.152,260.152,
3569,307.892,307.892,307.892,
3570,308.76,308.76,308.76,
3571,300.328,300.328,300.328,
3572,297.972,707.172,707.172,
3573,297.476,706.676,706.676,
3574,247.008,656.208,656.208,
3575,192.82,531.536,531.536,
3576,134.664,134.664,134.664,
3577,110.112,110.112,110.112,
3578,90.52,90.52,90.52,
3579,78.988,78.988,78.988,
3580,69.936,69.936,69.936,
3581,70.556,70.556,70.556,
3582,80.848,80.848,80.848,
3583,119.784,119.784,119.784,
3584,111.476,111.476,111.476,
3585,109.616,109.616,109.616,
3586,124.744,124.744,124.744,
3587,137.268,137.268,137.268,
3588,150.784,150.784,150.784,
3589,161.2,161.2,161.2,
3590,182.528,182.528,182.528,
3591,200.88,200.88,200.88,
3592,235.476,235.476,235.476,
3593,282.348,282.348,282.348,
3594,283.092,283.092,283.092,
3595,286.192,286.192,286.192,
3596,292.64,701.84,701.84,
3597,288.424,697.624,697.624,
3598,241.552,650.752,650.752,
3599,191.456,530.172,530.172,
3600,132.68,132.68,132.68,
3601,79.484,79.484,79.484,
3602,59.892,59.892,59.892,
3603,58.156,58.156,58.156,
3604,57.164,57.164,57.164,
3605,62.62,62.62,62.62,
3606,80.352,80.352,80.352,
3607,108.252,108.252,108.252,
3608,97.34,97.34,97.34,
3609,104.16,104.16,104.16,
3610,128.464,128.464,128.464,
3611,142.972,142.972,142.972,
3612,159.34,159.34,159.34,
3613,178.684,178.684,178.684,
3614,202.74,202.74,202.74,
3615,232.128,232.128,232.128,
3616,271.684,271.684,271.684,
3617,327.608,327.608,327.608,
3618,329.344,329.344,329.344,
3619,325.376,325.376,325.376,
3620,332.444,741.644,741.644,
3621,326.864,736.064,736.064,
3622,276.396,685.596,685.596,
3623,220.224,558.94,558.94,
3624,164.672,164.672,164.672,
3625,133.052,133.052,133.052,
3626,117.304,117.304,117.304,
3627,107.136,107.136,107.136,
3628,100.068,100.068,100.068,
3629,99.696,99.696,99.696,
3630,115.568,115.568,115.568,
3631,148.428,148.428,148.428,
3632,149.792,149.792,149.792,
3633,163.928,163.928,163.928,
3634,214.892,214.892,214.892,
3635,221.96,221.96,221.96,
3636,243.04,243.04,243.04,
3637,270.568,270.568,270.568,
3638,296.484,296.484,296.484,
3639,324.012,324.012,324.012,
3640,349.184,349.184,349.184,
3641,381.672,381.672,381.672,
3642,376.464,376.464,376.464,
3643,366.172,366.172,366.172,
3644,353.648,762.848,762.848,
3645,350.796,759.996,759.996,
3646,305.66,714.86,714.86,
3647,231.508,570.224,570.224,
3648,180.916,180.916,180.916,
3649,152.396,152.396,152.396,
3650,130.2,130.2,130.2,
3651,119.908,119.908,119.908,
3652,110.484,110.484,110.484,
3653,111.104,111.104,111.104,
3654,129.704,129.704,129.704,
3655,160.456,160.456,160.456,
3656,161.076,161.076,161.076,
3657,178.312,178.312,178.312,
3658,212.288,212.288,212.288,
3659,218.116,218.116,218.116,
3660,237.46,237.46,237.46,
3661,272.552,272.552,272.552,
3662,301.816,301.816,301.816,
3663,338.644,338.644,338.644,
3664,360.84,360.84,360.84,
3665,396.428,396.428,396.428,
3666,381.176,381.176,381.176,
3667,360.716,360.716,360.716,
3668,345.34,754.54,754.54,
3669,335.792,744.992,744.992,
3670,286.068,695.268,695.268,
3671,227.912,566.628,566.628,
3672,174.22,174.22,174.22,
3673,143.592,143.592,143.592,
3674,126.232,126.232,126.232,
3675,116.064,116.064,116.064,
3676,110.236,110.236,110.236,
3677,109.74,109.74,109.74,
3678,133.176,133.176,133.176,
3679,161.696,161.696,161.696,
3680,161.076,161.076,161.076,
3681,173.972,173.972,173.972,
3682,222.58,222.58,222.58,
3683,233.988,233.988,233.988,
3684,258.788,258.788,258.788,
3685,280.984,280.984,280.984,
3686,302.56,302.56,302.56,
3687,337.528,337.528,337.528,
3688,386.88,386.88,386.88,
3689,444.788,444.788,444.788,
3690,419.988,419.988,419.988,
3691,405.852,405.852,405.852,
3692,379.812,789.012,789.012,
3693,370.14,779.34,779.34,
3694,325.624,734.824,734.824,
3695,263.996,602.712,602.712,
3696,204.228,204.228,204.228,
3697,174.716,174.716,174.716,
3698,156.116,156.116,156.116,
3699,147.064,147.064,147.064,
3700,140.74,140.74,140.74,
3701,138.136,138.136,138.136,
3702,162.192,162.192,162.192,
3703,192.2,192.2,192.2,
3704,195.052,195.052,195.052,
3705,209.188,209.188,209.188,
3706,255.44,255.44,255.44,
3707,269.328,269.328,269.328,
3708,284.828,284.828,284.828,
3709,302.932,302.932,302.932,
3710,338.52,338.52,338.52,
3711,378.82,378.82,378.82,
3712,422.84,422.84,422.84,
3713,472.812,472.812,472.812,
3714,449.376,449.376,449.376,
3715,426.312,426.312,426.312,
3716,415.152,824.352,824.352,
3717,398.784,807.984,807.984,
3718,346.58,755.78,755.78,
3719,288.3,627.016,627.016,
3720,224.192,224.192,224.192,
3721,189.72,189.72,189.72,
3722,165.788,165.788,165.788,
3723,149.172,149.172,149.172,
3724,135.408,135.408,135.408,
3725,133.424,133.424,133.424,
3726,152.272,152.272,152.272,
3727,179.304,179.304,179.304,
3728,179.428,179.428,179.428,
3729,193.44,193.44,193.44,
3730,236.344,236.344,236.344,
3731,242.42,242.42,242.42,
3732,264.616,264.616,264.616,
3733,283.588,283.588,283.588,
3734,320.788,320.788,320.788,
3735,351.54,351.54,351.54,
3736,396.056,396.056,396.056,
3737,457.188,457.188,457.188,
3738,423.584,423.584,423.584,
3739,406.72,406.72,406.72,
3740,388.74,797.94,797.94,
3741,377.332,786.532,786.532,
3742,316.076,725.276,725.276,
3743,259.656,598.372,598.372,
3744,198.772,198.772,198.772,
3745,162.688,162.688,162.688,
3746,138.26,138.26,138.26,
3747,125.364,125.364,125.364,
3748,111.104,111.104,111.104,
3749,109.74,109.74,109.74,
3750,127.596,127.596,127.596,
3751,160.208,160.208,160.208,
3752,156.364,156.364,156.364,
3753,166.16,166.16,166.16,
3754,206.212,206.212,206.212,
3755,212.288,212.288,212.288,
3756,233.74,233.74,233.74,
3757,271.312,271.312,271.312,
3758,296.856,296.856,296.856,
3759,337.528,337.528,337.528,
3760,372.62,372.62,372.62,
3761,438.96,438.96,438.96,
3762,413.664,413.664,413.664,
3763,403.248,403.248,403.248,
3764,390.724,799.924,799.924,
3765,377.332,786.532,786.532,
3766,320.168,729.368,729.368,
3767,261.02,599.736,599.736,
3768,195.672,195.672,195.672,
3769,162.44,162.44,162.44,
3770,139.252,139.252,139.252,
3771,126.232,126.232,126.232,
3772,116.436,116.436,116.436,
3773,113.956,113.956,113.956,
3774,132.68,132.68,132.68,
3775,163.308,163.308,163.308,
3776,160.456,160.456,160.456,
3777,179.056,179.056,179.056,
3778,211.916,211.916,211.916,
3779,235.104,235.104,235.104,
3780,261.392,261.392,261.392,
3781,286.688,286.688,286.688,
3782,314.34,314.34,314.34,
3783,346.084,346.084,346.084,
3784,396.552,396.552,396.552,
3785,446.152,446.152,446.152,
3786,443.176,443.176,443.176,
3787,419.12,419.12,419.12,
3788,395.932,805.132,805.132,
3789,385.764,794.964,794.964,
3790,324.136,733.336,733.336,
3791,258.54,597.256,597.256,
3792,200.012,200.012,200.012,
3793,163.432,163.432,163.432,
3794,136.896,136.896,136.896,
3795,121.644,121.644,121.644,
3796,112.096,112.096,112.096,
3797,109.616,109.616,109.616,
3798,125.984,125.984,125.984,
3799,155.62,155.62,155.62,
3800,154.256,154.256,154.256,
3801,170.624,170.624,170.624,
3802,215.884,215.884,215.884,
3803,228.036,228.036,228.036,
3804,240.064,240.064,240.064,
3805,270.692,270.692,270.692,
3806,290.036,290.036,290.036,
3807,320.168,320.168,320.168,
3808,348.688,348.688,348.688,
3809,388.988,388.988,388.988,
3810,370.016,370.016,370.016,
3811,355.88,355.88,355.88,
3812,349.308,758.508,758.508,
3813,342.24,751.44,751.44,
3814,295.616,704.816,704.816,
3815,237.336,576.052,576.052,
3816,173.104,173.104,173.104,
3817,144.584,144.584,144.584,
3818,126.728,126.728,126.728,
3819,113.956,113.956,113.956,
3820,102.3,102.3,102.3,
3821,104.532,104.532,104.532,
3822,119.04,119.04,119.04,
3823,153.264,153.264,153.264,
3824,152.892,152.892,152.892,
3825,163.308,163.308,163.308,
3826,206.956,206.956,206.956,
3827,222.456,222.456,222.456,
3828,238.576,238.576,238.576,
3829,269.948,269.948,269.948,
3830,291.648,291.648,291.648,
3831,320.416,320.416,320.416,
3832,365.8,365.8,365.8,
3833,423.584,423.584,423.584,
3834,415.772,415.772,415.772,
3835,400.52,400.52,400.52,
3836,381.672,790.872,790.872,
3837,375.1,784.3,784.3,
3838,320.788,729.988,729.988,
3839,240.808,579.524,579.524,
3840,172.732,172.732,172.732,
3841,143.716,143.716,143.716,
3842,126.356,126.356,126.356,
3843,113.708,113.708,113.708,
3844,101.06,101.06,101.06,
3845,101.928,101.928,101.928,
3846,110.608,110.608,110.608,
3847,149.544,149.544,149.544,
3848,156.488,156.488,156.488,
3849,172.856,172.856,172.856,
3850,226.052,226.052,226.052,
3851,238.7,238.7,238.7,
3852,264.864,264.864,264.864,
3853,295.244,295.244,295.244,
3854,322.152,322.152,322.152,
3855,340.256,340.256,340.256,
3856,392.336,392.336,392.336,
3857,434.992,434.992,434.992,
3858,429.908,429.908,429.908,
3859,412.424,412.424,412.424,
3860,392.336,801.536,801.536,
3861,377.952,787.152,787.152,
3862,322.648,731.848,731.848,
3863,254.572,593.288,593.288,
3864,194.556,194.556,194.556,
3865,161.076,161.076,161.076,
3866,139.004,139.004,139.004,
3867,128.96,128.96,128.96,
3868,117.676,117.676,117.676,
3869,115.32,115.32,115.32,
3870,136.276,136.276,136.276,
3871,166.284,166.284,166.284,
3872,165.168,165.168,165.168,
3873,193.44,193.44,193.44,
3874,254.448,254.448,254.448,
3875,279.744,279.744,279.744,
3876,300.08,300.08,300.08,
3877,330.956,330.956,330.956,
3878,367.164,367.164,367.164,
3879,389.112,389.112,389.112,
3880,462.396,462.396,462.396,
3881,527.992,527.992,527.992,
3882,515.716,515.716,515.716,
3883,482.112,482.112,482.112,
3884,460.164,869.364,869.364,
3885,432.14,841.34,841.34,
3886,361.956,771.156,771.156,
3887,289.788,628.504,628.504,
3888,225.308,225.308,225.308,
3889,187.116,187.116,187.116,
3890,154.876,154.876,154.876,
3891,144.832,144.832,144.832,
3892,129.704,129.704,129.704,
3893,128.216,128.216,128.216,
3894,149.172,149.172,149.172,
3895,173.848,173.848,173.848,
3896,174.592,174.592,174.592,
3897,200.384,200.384,200.384,
3898,266.6,266.6,266.6,
3899,291.4,291.4,291.4,
3900,334.428,334.428,334.428,
3901,376.216,376.216,376.216,
3902,427.676,427.676,427.676,
3903,468.1,468.1,468.1,
3904,507.904,507.904,507.904,
3905,570.152,570.152,570.152,
3906,541.26,541.26,541.26,
3907,510.632,510.632,510.632,
3908,484.096,893.296,893.296,
3909,451.98,861.18,861.18,
3910,373.612,782.812,782.812,
