Time step,Total load,Net load,Solar PV,Inverter AC,Battery,Electric vehicle,
284,37320,103320,0,0,0,66000,
285,32620,98620,0,0,0,66000,
286,26480,92480,0,0,0,66000,
287,20200,77408.3,0,0,0,57208.3,
288,13720,13720,0,0,0,0,
289,11400,11400,0,0,0,0,
290,10440,10440,0,0,0,0,
291,10220,10220,0,0,0,0,
292,10300,10300,0,0,0,0,
293,11540,11540,0,0,0,0,
294,16220,16220,0,0,0,0,
295,22740,22740,0,0,0,0,
296,21060,21060,15400,0,-15400,0,
297,16960,-7460.5,39060,24420.5,-13622,0,
298,17020,-37143.2,56420,54163.2,0,0,
299,17240,-49556.8,69580,66796.8,0,0,
300,16620,-53671.2,73220,70291.2,0,0,
301,16460,-52084,71400,68544,0,0,
302,16180,-44031.2,62720,60211.2,0,0,
303,16960,-26988.8,45780,43948.8,0,0,
304,19680,-6528,27300,26208,0,0,
305,26160,0,980,26160,26270,0,
306,33900,33900,0,0,0,0,
307,38040,38040,0,0,0,0,
308,37320,103320,0,0,0,66000,
309,32620,98620,0,0,0,66000,
310,26480,92480,0,0,0,66000,
311,20200,77408.3,0,0,0,57208.3,
312,13580,13580,0,0,0,0,
313,11320,11320,0,0,0,0,
314,10580,10580,0,0,0,0,
315,10560,10560,0,0,0,0,
316,10600,10600,0,0,0,0,
317,11820,11820,0,0,0,0,
318,16260,16260,0,0,0,0,
319,22460,22460,0,0,0,0,
320,20500,20500,15820,0,-15820,0,
321,16060,-9583.39,39760,25643.4,-13048.1,0,
322,16000,-38969.6,57260,54969.6,0,0,
323,16180,-52095.2,71120,68275.2,0,0,
324,15660,-59738.4,78540,75398.4,0,0,
325,15580,-54442.4,72940,70022.4,0,0,
326,15440,-44636.8,62580,60076.8,0,0,
327,16160,-25638.4,43540,41798.4,0,0,
328,18960,-6844.8,26880,25804.8,0,0,
329,25440,0,1120,25440,25380,0,
330,33200,33200,0,0,0,0,
331,37340,37340,0,0,0,0,
332,36600,102600,0,0,0,66000,
333,31920,97920,0,0,0,66000,
334,25900,91900,0,0,0,66000,
335,19880,77088.3,0,0,0,57208.3,
336,13580,13580,0,0,0,0,
337,11320,11320,0,0,0,0,
338,10440,10440,0,0,0,0,
339,10380,10380,0,0,0,0,
340,10300,10300,0,0,0,0,
341,11500,11500,0,0,0,0,
342,15900,15900,0,0,0,0,
343,22180,22180,0,0,0,0,
344,20620,20620,2380,0,-2380,0,
