Time step,Grid total load,Grid net load,Strata 1 total load,Strata 2 total load,
4007,5.202,10.794,5.33258,5.46142,
4008,4.6,4.6,2.3,2.3,
4009,4.318,4.318,2.159,2.159,
4010,3.494,3.494,1.747,1.747,
4011,3.094,3.094,1.547,1.547,
4012,2.884,2.884,1.442,1.442,
4013,2.934,2.934,1.467,1.467,
4014,3.382,3.382,1.691,1.691,
4015,3.804,3.804,1.902,1.902,
4016,3.686,3.686,1.843,1.843,
4017,3.924,-2.71679,-0.278034,-2.43875,
4018,5.124,-5.03556,-2.1006,-2.93496,
4019,5.214,-5.786,-2.393,-3.393,
4020,5.74,-5.26,-2.13,-3.13,
4021,6.422,-4.578,-1.789,-2.789,
4022,6.806,-2.98096,-1.0886,-1.89236,
4023,7.388,-0.97066,-0.1421,-0.82856,
4024,8.344,0,0,0,
4025,9.328,0,0,0,
4026,8.8,8.8,4.4,4.4,
4027,8.544,8.544,4.272,4.272,
4028,8.062,14.662,7.331,7.331,
4029,7.512,14.112,7.056,7.056,
4030,6.25,12.85,6.425,6.425,
4031,5.058,10.65,5.26058,5.38942,
4032,3.942,3.942,1.971,1.971,
4033,3.31,3.31,1.655,1.655,
4034,2.992,2.992,1.496,1.496,
4035,2.636,2.636,1.318,1.318,
4036,2.446,2.446,1.223,1.223,
4037,2.328,2.328,1.164,1.164,
4038,2.654,2.654,1.327,1.327,
4039,3.07,3.07,1.535,1.535,
4040,3.164,2.21642,1.582,0.634417,
4041,3.578,-4.44739,-1.49207,-2.95532,
4042,4.536,-5.9589,-2.5485,-3.4104,
4043,4.928,-6.072,-2.536,-3.536,
4044,5.236,-5.764,-2.382,-3.382,
4045,5.888,-5.112,-2.056,-3.056,
4046,6.392,-4.09048,-1.6148,-2.47568,
4047,6.854,-1.97662,-0.6257,-1.35092,
4048,7.692,-4.44089e-016,0,-4.44089e-016,
4049,8.6,0,0,0,
4050,8.082,8.082,4.041,4.041,
4051,7.826,7.826,3.913,3.913,
4052,7.45,14.05,7.025,7.025,
4053,7.056,13.656,6.828,6.828,
4054,5.882,12.482,6.241,6.241,
4055,4.752,10.344,5.10758,5.23642,
4056,3.532,3.532,1.766,1.766,
4057,2.916,2.916,1.458,1.458,
4058,2.61,2.61,1.305,1.305,
4059,2.296,2.296,1.148,1.148,
4060,2.078,2.078,1.039,1.039,
4061,2.008,2.008,1.004,1.004,
4062,2.266,2.266,1.133,1.133,
4063,2.788,2.788,1.394,1.394,
4064,2.804,1.34191,1.402,-0.0600934,
4065,3.062,-5.52343,-2.31011,-3.21332,
4066,3.96,-6.43554,-2.7909,-3.64464,
4067,4.298,-6.702,-2.851,-3.851,
4068,4.78,-6.22,-2.61,-3.61,
4069,5.29,-5.71,-2.355,-3.355,
4070,6.114,-4.34364,-1.7424,-2.60124,
4071,6.65,-2.08126,-0.6821,-1.39916,
4072,7.742,0,0,0,
4073,8.676,0,0,0,
4074,8.078,8.078,4.039,4.039,
4075,7.648,7.648,3.824,3.824,
4076,7.28,13.88,6.94,6.94,
4077,7.028,13.628,6.814,6.814,
4078,5.842,12.442,6.221,6.221,
4079,4.628,10.22,5.04558,5.17442,
4080,3.616,3.616,1.808,1.808,
4081,3.018,3.018,1.509,1.509,
4082,2.59,2.59,1.295,1.295,
4083,2.286,2.286,1.143,1.143,
4084,2.066,2.066,1.033,1.033,
4085,1.998,1.998,0.999,0.999,
4086,2.266,2.266,1.133,1.133,
4087,2.76,2.76,1.38,1.38,
4088,2.81,1.29489,1.405,-0.110114,
4089,3.066,-5.6526,-2.38752,-3.26508,
4090,3.958,-6.61142,-2.8717,-3.73972,
4091,4.37,-6.63,-2.815,-3.815,
4092,4.862,-6.138,-2.569,-3.569,
4093,5.548,-5.452,-2.226,-3.226,
4094,6.156,-4.45068,-1.7898,-2.66088,
4095,6.838,-1.07354,-0.2119,-0.86164,
4096,7.392,0,0,0,
4097,8.612,0,0,0,
4098,8.19,8.19,4.095,4.095,
4099,7.616,7.616,3.808,3.808,
4100,7.266,13.866,6.933,6.933,
4101,6.912,13.512,6.756,6.756,
4102,5.734,12.334,6.167,6.167,
4103,4.7,10.292,5.08158,5.21042,
4104,3.488,3.488,1.744,1.744,
4105,2.924,2.924,1.462,1.462,
4106,2.512,2.512,1.256,1.256,
4107,2.262,2.262,1.131,1.131,
4108,2.05,2.05,1.025,1.025,
4109,2.028,2.028,1.014,1.014,
4110,2.336,2.336,1.168,1.168,
4111,2.76,2.76,1.38,1.38,
4112,2.698,2.17578,1.349,0.826782,
4113,2.872,-4.54478,-1.4515,-3.09328,
4114,3.818,-6.03106,-2.6111,-3.41996,
4115,4.178,-6.61498,-2.8643,-3.75068,
4116,4.79,-5.54344,-2.3474,-3.19604,
4117,5.23,-5.77,-2.385,-3.385,
4118,5.952,-3.89706,-1.5441,-2.35296,
4119,6.53,-1.9777,-0.6395,-1.3382,
4120,7.252,0,0,0,
4121,8.544,0,0,0,
4122,7.772,7.772,3.886,3.886,
4123,7.456,7.456,3.728,3.728,
4124,7.132,13.732,6.866,6.866,
4125,6.768,13.368,6.684,6.684,
4126,5.598,12.198,6.099,6.099,
4127,4.478,10.07,4.97058,5.09942,
4128,3.408,3.408,1.704,1.704,
4129,2.808,2.808,1.404,1.404,
4130,2.422,2.422,1.211,1.211,
4131,2.15,2.15,1.075,1.075,
4132,1.92,1.92,0.96,0.96,
4133,1.932,1.932,0.966,0.966,
4134,2.348,2.348,1.174,1.174,
4135,2.788,2.788,1.394,1.394,
4136,2.812,1.41712,1.406,0.0111197,
4137,3.108,-5.08014,-2.09814,-2.982,
4138,4.306,-4.97174,-2.1049,-2.86684,
4139,4.446,-5.44032,-2.3142,-3.12612,
4140,4.902,-6.098,-2.549,-3.549,
4141,5.304,-4.6941,-1.9365,-2.7576,
4142,5.812,-3.78866,-1.5001,-2.28856,
4143,6.62,-0.42632,0,-0.42632,
4144,6.91,0,0,0,
4145,8.176,0,0,0,
4146,7.69,7.69,3.845,3.845,
4147,7.372,7.372,3.686,3.686,
4148,6.966,13.566,6.783,6.783,
4149,6.748,13.348,6.674,6.674,
4150,5.856,12.456,6.228,6.228,
4151,4.838,10.43,5.15058,5.27942,
4152,3.862,3.862,1.931,1.931,
4153,3.256,3.256,1.628,1.628,
4154,2.92,2.92,1.46,1.46,
4155,2.708,2.708,1.354,1.354,
4156,2.424,2.424,1.212,1.212,
4157,2.408,2.408,1.204,1.204,
4158,2.796,2.796,1.398,1.398,
4159,3.194,3.194,1.597,1.597,
4160,3.258,0.556515,1.18179,-0.625277,
4161,3.738,-4.81938,-2.0583,-2.76108,
4162,4.898,-5.55964,-2.3504,-3.20924,
4163,5.08,-4.93052,-2.0542,-2.87632,
4164,5.52,-2.23008,-0.7968,-1.43328,
4165,6.162,-4.838,-1.919,-2.919,
4166,6.634,-3.1157,-1.1575,-1.9582,
4167,7.224,-0.14448,0,-0.14448,
4168,7.878,4.44089e-016,4.44089e-016,0,
4169,9.102,0,0,0,
4170,8.822,8.822,4.411,4.411,
4171,8.646,8.646,4.323,4.323,
4172,8.532,15.132,7.566,7.566,
4173,7.706,14.306,7.153,7.153,
4174,6.848,13.448,6.724,6.724,
4175,5.802,11.394,5.63258,5.76142,
4176,4.744,4.744,2.372,2.372,
4177,3.986,3.986,1.993,1.993,
4178,3.522,3.522,1.761,1.761,
4179,3.208,3.208,1.604,1.604,
4180,2.936,2.936,1.468,1.468,
4181,2.794,2.794,1.397,1.397,
4182,3.244,3.244,1.622,1.622,
4183,3.568,3.568,1.784,1.784,
4184,3.564,2.7067,1.782,0.924703,
4185,3.874,-3.36636,-0.720322,-2.64604,
4186,4.802,-4.99738,-2.0963,-2.90108,
4187,4.978,-5.96248,-2.511,-3.45148,
4188,5.042,-5.958,-2.479,-3.479,
4189,5.678,-4.97836,-2.0516,-2.92676,
4190,5.864,-3.17776,-1.2176,-1.96016,
4191,6.512,-0.17792,0,-0.17792,
4192,6.954,0,0,0,
4193,7.786,8.88178e-016,4.44089e-016,4.44089e-016,
4194,7.36,7.36,3.68,3.68,
4195,6.906,6.906,3.453,3.453,
4196,6.744,13.344,6.672,6.672,
4197,6.668,13.268,6.634,6.634,
4198,5.656,12.256,6.128,6.128,
4199,4.656,10.248,5.05958,5.18842,
4200,3.78,3.78,1.89,1.89,
4201,3.23,3.23,1.615,1.615,
4202,2.9,2.9,1.45,1.45,
4203,2.71,2.71,1.355,1.355,
4204,2.544,2.544,1.272,1.272,
4205,2.538,2.538,1.269,1.269,
4206,2.974,2.974,1.487,1.487,
4207,3.4,3.4,1.7,1.7,
4208,3.456,1.25004,1.61802,-0.367978,
4209,3.622,-4.93538,-2.1163,-2.81908,
4210,4.392,-5.75514,-2.4609,-3.29424,
4211,4.492,-6.508,-2.754,-3.754,
4212,4.892,-6.108,-2.554,-3.554,
4213,5.364,-4.73346,-1.9521,-2.78136,
4214,5.846,-3.94096,-1.5686,-2.37236,
4215,6.246,-2.42316,-0.8556,-1.56756,
4216,7.226,0,0,0,
4217,8.518,0,0,0,
4218,8.34,8.34,4.17,4.17,
4219,6.136,6.136,3.068,3.068,
4220,6.348,12.948,6.474,6.474,
4221,6.49,13.09,6.545,6.545,
4222,5.626,12.226,6.113,6.113,
4223,4.652,10.244,5.05758,5.18642,
4224,3.652,3.652,1.826,1.826,
4225,3.232,3.232,1.616,1.616,
4226,2.874,2.874,1.437,1.437,
4227,2.638,2.638,1.319,1.319,
4228,2.466,2.466,1.233,1.233,
4229,2.494,2.494,1.247,1.247,
4230,3.034,3.034,1.517,1.517,
4231,3.35,3.35,1.675,1.675,
4232,3.558,2.26398,1.779,0.484984,
4233,3.968,-4.07763,-1.55923,-2.5184,
4234,4.976,-5.05936,-2.1176,-2.94176,
4235,5.056,-5.944,-2.472,-3.472,
4236,5.484,-5.516,-2.258,-3.258,
4237,6.006,-4.94792,-1.997,-2.95092,
4238,6.786,-2.98854,-1.0929,-1.89564,
4239,7.498,-0.619,0,-0.619,
4240,8.206,0,0,0,
4241,9.44,0,0,0,
4242,9.288,9.288,4.644,4.644,
4243,8.876,8.876,4.438,4.438,
4244,8.47,15.07,7.535,7.535,
4245,8.11,14.71,7.355,7.355,
4246,6.962,13.562,6.781,6.781,
4247,5.69,11.282,5.57658,5.70542,
4248,4.826,4.826,2.413,2.413,
4249,4.092,4.092,2.046,2.046,
4250,3.658,3.658,1.829,1.829,
4251,3.38,3.38,1.69,1.69,
4252,3.14,3.14,1.57,1.57,
4253,3.112,3.112,1.556,1.556,
4254,3.51,3.51,1.755,1.755,
4255,3.804,3.804,1.902,1.902,
4256,3.882,3.30375,1.941,1.36275,
4257,4.286,-2.73479,-0.482907,-2.25188,
4258,5.222,-5.06176,-2.1086,-2.95316,
4259,5.672,-5.3088,-2.164,-3.1448,
4260,5.992,-5.008,-2.004,-3.004,
4261,6.68,-4.32,-1.66,-2.66,
4262,7.374,-2.69862,-0.9357,-1.76292,
4263,7.91,-0.74674,-0.0179,-0.72884,
4264,8.582,0,0,0,
4265,9.768,0,0,0,
4266,9.474,9.474,4.737,4.737,
4267,8.982,8.982,4.491,4.491,
4268,8.67,15.27,7.635,7.635,
4269,8.25,14.85,7.425,7.425,
4270,7.096,13.696,6.848,6.848,
4271,6.016,11.608,5.73958,5.86842,
4272,5.024,5.024,2.512,2.512,
4273,4.5,4.5,2.25,2.25,
4274,4.024,4.024,2.012,2.012,
4275,3.774,3.774,1.887,1.887,
4276,3.502,3.502,1.751,1.751,
4277,3.342,3.342,1.671,1.671,
4278,3.818,3.818,1.909,1.909,
4279,4.068,4.068,2.034,2.034,
4280,3.986,3.986,1.993,1.993,
4281,4.042,2.4325,2.021,0.4115,
4282,4.868,-0.753075,-0.0152353,-0.73784,
4283,4.762,-2.76452,-1.0732,-1.69132,
4284,5.178,-1.62816,-0.5346,-1.09356,
4285,5.698,-4.16348,-1.6768,-2.48668,
4286,6.324,-3.53748,-1.3638,-2.17368,
4287,6.55,-0.88958,-0.1393,-0.75028,
4288,7.332,0,0,0,
4289,8.238,0,0,0,
4290,7.88,7.88,3.94,3.94,
4291,7.51,7.51,3.755,3.755,
4292,7.368,13.968,6.984,6.984,
4293,7.288,13.888,6.944,6.944,
4294,6.534,13.134,6.567,6.567,
4295,5.58,11.172,5.52158,5.65042,
4296,4.66,4.66,2.33,2.33,
4297,4.14,4.14,2.07,2.07,
4298,3.806,3.806,1.903,1.903,
4299,3.512,3.512,1.756,1.756,
4300,3.312,3.312,1.656,1.656,
4301,3.338,3.338,1.669,1.669,
4302,3.954,3.954,1.977,1.977,
4303,4.11,4.11,2.055,2.055,
4304,3.94,3.94,1.97,1.97,
4305,4.004,1.46323,1.56951,-0.106274,
4306,4.816,-3.53024,-1.4224,-2.10784,
4307,4.988,-3.4576,-1.382,-2.0756,
4308,4.85,-3.68254,-1.4909,-2.19164,
4309,4.79,-3.24574,-1.2929,-1.95284,
4310,4.72,-2.9804,-1.174,-1.8064,
4311,4.994,0,0,0,
4312,4.892,0,0,0,
4313,5.382,0,0,0,
4314,5.266,5.266,2.633,2.633,
4315,5.122,5.122,2.561,2.561,
4316,5.312,11.912,5.956,5.956,
4317,5.472,12.072,6.036,6.036,
4318,4.814,11.414,5.707,5.707,
4319,3.972,9.564,4.71758,4.84642,
4320,3.096,3.096,1.548,1.548,
4321,2.664,2.664,1.332,1.332,
4322,2.392,2.392,1.196,1.196,
4323,2.248,2.248,1.124,1.124,
4324,2.124,2.124,1.062,1.062,
4325,2.142,2.142,1.071,1.071,
4326,2.598,2.598,1.299,1.299,
4327,3.028,3.028,1.514,1.514,
4328,3.056,1.26436,1.41716,-0.152798,
4329,3.274,-5.6063,-2.4385,-3.1678,
4330,4.282,-5.55464,-2.3734,-3.18124,
4331,4.522,-6.19646,-2.6581,-3.53836,
4332,4.846,-5.99666,-2.5531,-3.44356,
4333,5.056,-5.67488,-2.3968,-3.27808,
4334,5.512,-4.01414,-1.6159,-2.39824,
4335,5.938,-2.33372,-0.8272,-1.50652,
4336,6.646,0,0,0,
4337,7.632,0,0,0,
4338,7.19,7.19,3.595,3.595,
4339,7.154,7.154,3.577,3.577,
4340,7.128,13.728,6.864,6.864,
4341,6.94,13.54,6.77,6.77,
4342,6.104,12.704,6.352,6.352,
4343,5.076,10.668,5.26958,5.39842,
4344,4.074,4.074,2.037,2.037,
4345,3.514,3.514,1.757,1.757,
4346,3.166,3.166,1.583,1.583,
4347,2.934,2.934,1.467,1.467,
4348,2.742,2.742,1.371,1.371,
4349,2.82,2.82,1.41,1.41,
4350,3.292,3.292,1.646,1.646,
4351,3.588,3.588,1.794,1.794,
4352,3.414,3.414,1.707,1.707,
4353,3.372,1.77394,1.62095,0.152987,
4354,3.886,-0.59762,-0.1147,-0.48292,
4355,3.994,-7.006,-3.003,-4.003,
4356,4.98,-6.02,-2.51,-3.51,
4357,5.72,-4.04212,-1.6202,-2.42192,
4358,6.136,-2.39654,-0.8479,-1.54864,
4359,6.742,-1.952,-0.619,-1.333,
4360,7.522,0,0,0,
4361,8.102,0,0,0,
4362,7.726,7.726,3.863,3.863,
4363,7.644,7.644,3.822,3.822,
4364,7.57,14.17,7.085,7.085,
4365,7.492,14.092,7.046,7.046,
4366,6.78,13.38,6.69,6.69,
4367,5.566,11.158,5.51458,5.64342,
4368,4.92,4.92,2.46,2.46,
4369,4.3,4.3,2.15,2.15,
4370,3.948,3.948,1.974,1.974,
4371,3.58,3.58,1.79,1.79,
4372,3.286,3.286,1.643,1.643,
4373,3.242,3.242,1.621,1.621,
4374,3.892,3.892,1.946,1.946,
4375,4.206,4.206,2.103,2.103,
4376,4.206,3.09619,2.103,0.993191,
4377,4.618,-3.34067,-1.11367,-2.227,
4378,5.752,-4.3703,-1.7695,-2.6008,
4379,6.022,-4.978,-1.989,-2.989,
4380,6.174,-4.826,-1.913,-2.913,
4381,6.686,-4.314,-1.657,-2.657,
4382,7.382,-3.07564,-1.1084,-1.96724,
4383,7.688,-1.17988,-0.2258,-0.95408,
4384,8.468,0,0,0,
4385,9.568,0,0,0,
4386,9.062,9.062,4.531,4.531,
4387,8.61,8.61,4.305,4.305,
4388,7.64,14.24,7.12,7.12,
4389,7.598,14.198,7.099,7.099,
4390,6.608,13.208,6.604,6.604,
4391,5.394,10.986,5.42858,5.55742,
4392,4.454,4.454,2.227,2.227,
4393,3.72,3.72,1.86,1.86,
4394,3.158,3.158,1.579,1.579,
4395,3.004,3.004,1.502,1.502,
4396,2.754,2.754,1.377,1.377,
4397,2.764,2.764,1.382,1.382,
4398,3.248,3.248,1.624,1.624,
4399,3.722,3.722,1.861,1.861,
4400,3.792,3.792,1.896,1.896,
4401,4.076,0.232392,1.12761,-0.895219,
4402,4.756,-5.72648,-2.4328,-3.29368,
4403,4.988,-6.012,-2.506,-3.506,
4404,5.458,-5.542,-2.271,-3.271,
4405,5.92,-5.08,-2.04,-3.04,
4406,6.416,-4.11616,-1.6256,-2.49056,
4407,7.148,-1.74472,-0.5072,-1.23752,
4408,7.996,0,0,0,
4409,9.09,0,0,0,
4410,8.684,8.684,4.342,4.342,
4411,8.244,8.244,4.122,4.122,
4412,7.978,14.578,7.289,7.289,
4413,7.522,14.122,7.061,7.061,
4414,6.67,13.27,6.635,6.635,
4415,5.48,11.072,5.47158,5.60042,
4416,4.586,4.586,2.293,2.293,
4417,3.906,3.906,1.953,1.953,
4418,3.644,3.644,1.822,1.822,
4419,3.254,3.254,1.627,1.627,
4420,2.856,2.856,1.428,1.428,
4421,2.874,2.874,1.437,1.437,
4422,3.358,3.358,1.679,1.679,
4423,3.704,3.704,1.852,1.852,
4424,3.704,2.99675,1.852,1.14475,
4425,4.074,-3.47905,-0.946455,-2.5326,
4426,5.076,-5.14566,-2.1531,-2.99256,
4427,5.13,-5.87,-2.435,-3.435,
4428,5.438,-5.562,-2.281,-3.281,
4429,5.992,-5.008,-2.004,-3.004,
4430,6.48,-3.99006,-1.5651,-2.42496,
4431,7.204,-1.68872,-0.4792,-1.20952,
4432,7.872,-4.44089e-016,0,-4.44089e-016,
4433,8.79,0,0,0,
4434,8.568,8.568,4.284,4.284,
4435,8.136,8.136,4.068,4.068,
4436,7.932,14.532,7.266,7.266,
4437,7.69,14.29,7.145,7.145,
4438,6.668,13.268,6.634,6.634,
4439,5.564,11.156,5.51358,5.64242,
4440,4.554,4.554,2.277,2.277,
4441,4.024,4.024,2.012,2.012,
4442,3.618,3.618,1.809,1.809,
4443,3.372,3.372,1.686,1.686,
4444,3.26,3.26,1.63,1.63,
4445,3.294,3.294,1.647,1.647,
4446,3.914,3.914,1.957,1.957,
4447,4.216,4.216,2.108,2.108,
4448,4.244,3.41077,2.122,1.28877,
4449,4.51,-3.15073,-0.856291,-2.29444,
4450,5.812,-4.3724,-1.768,-2.6044,
4451,6.094,-4.906,-1.953,-2.953,
4452,6.438,-4.562,-1.781,-2.781,
4453,7.02,-3.98,-1.49,-2.49,
4454,7.34,-2.99344,-1.0724,-1.92104,
4455,7.98,-0.85062,-0.0627,-0.78792,
4456,8.74,0,0,0,
4457,9.81,0,0,0,
4458,9.278,9.278,4.639,4.639,
4459,8.728,8.728,4.364,4.364,
4460,8.438,15.038,7.519,7.519,
4461,8.15,14.75,7.375,7.375,
4462,7.018,13.618,6.809,6.809,
4463,5.868,11.46,5.66558,5.79442,
4464,4.776,4.776,2.388,2.388,
4465,4.206,4.206,2.103,2.103,
4466,3.832,3.832,1.916,1.916,
4467,3.5,3.5,1.75,1.75,
4468,3.284,3.284,1.642,1.642,
4469,3.248,3.248,1.624,1.624,
4470,3.744,3.744,1.872,1.872,
4471,4.028,4.028,2.014,2.014,
4472,4.042,4.042,2.021,2.021,
4473,4.38,-1.17178,0.520343,-1.69213,
4474,5.378,-4.70704,-1.9394,-2.76764,
4475,5.588,-5.412,-2.206,-3.206,
4476,5.814,-5.08616,-2.093,-2.99316,
4477,6.626,-2.92498,-1.0703,-1.85468,
4478,7.148,-2.63896,-0.9176,-1.72136,
4479,7.53,-1.1019,-0.1965,-0.9054,
4480,8.524,0,0,0,
4481,9.622,0,0,0,
4482,9.18,9.18,4.59,4.59,
4483,8.706,8.706,4.353,4.353,
4484,8.258,14.858,7.429,7.429,
4485,8.09,14.69,7.345,7.345,
4486,7.114,13.714,6.857,6.857,
4487,5.968,11.56,5.71558,5.84442,
4488,5.052,5.052,2.526,2.526,
4489,4.436,4.436,2.218,2.218,
4490,4.1,4.1,2.05,2.05,
4491,3.928,3.928,1.964,1.964,
4492,3.588,3.588,1.794,1.794,
4493,3.54,3.54,1.77,1.77,
4494,3.968,3.968,1.984,1.984,
4495,4.316,4.316,2.158,2.158,
4496,4.35,4.35,2.175,2.175,
4497,4.666,-0.438926,0.848787,-1.28771,
4498,5.544,-4.78944,-1.9704,-2.81904,
4499,5.7,-4.57134,-1.8639,-2.70744,
4500,6.258,-2.11308,-0.7128,-1.40028,
4501,6.414,-4.586,-1.793,-2.793,
4502,7.016,-3.21808,-1.1888,-2.02928,
4503,7.686,-0.92106,-0.1071,-0.81396,
4504,8.238,0,0,0,
4505,9.562,0,0,0,
4506,9.126,9.126,4.563,4.563,
4507,8.83,8.83,4.415,4.415,
4508,8.708,15.308,7.654,7.654,
4509,8.348,14.948,7.474,7.474,
4510,7.47,14.07,7.035,7.035,
4511,6.422,12.014,5.94258,6.07142,
4512,5.476,5.476,2.738,2.738,
4513,4.82,4.82,2.41,2.41,
4514,4.334,4.334,2.167,2.167,
4515,3.99,3.99,1.995,1.995,
4516,3.632,3.632,1.816,1.816,
4517,3.564,3.564,1.782,1.782,
4518,4.038,4.038,2.019,2.019,
4519,4.37,4.37,2.185,2.185,
4520,4.4,4.29152,2.2,2.09152,
4521,4.72,-2.01338,0.0618158,-2.0752,
4522,6.008,-1.40674,-0.3989,-1.00784,
4523,5.828,-4.90288,-2.0108,-2.89208,
4524,6.332,-4.668,-1.834,-2.834,
4525,6.816,-4.184,-1.592,-2.592,
4526,7.36,-2.87408,-1.0168,-1.85728,
4527,8.004,-0.65496,0,-0.65496,
4528,8.89,0,0,0,
4529,10.008,0.004,0.004,0,
4530,9.572,9.572,4.786,4.786,
4531,9.31,9.31,4.655,4.655,
4532,8.716,15.316,7.658,7.658,
4533,8.596,15.196,7.598,7.598,
4534,7.66,14.26,7.13,7.13,
4535,6.378,11.97,5.92058,6.04942,
4536,5.474,5.474,2.737,2.737,
4537,4.836,4.836,2.418,2.418,
4538,4.266,4.266,2.133,2.133,
4539,3.968,3.968,1.984,1.984,
4540,3.714,3.714,1.857,1.857,
4541,3.652,3.652,1.826,1.826,
4542,4.148,4.148,2.074,2.074,
4543,4.472,4.472,2.236,2.236,
4544,4.54,4.54,2.27,2.27,
4545,5.146,0.592889,1.40951,-0.816625,
4546,6.082,-1.37,-0.379,-0.991,
4547,6.112,-4.888,-1.944,-2.944,
4548,6.476,-4.524,-1.762,-2.762,
4549,6.962,-4.038,-1.519,-2.519,
4550,7.39,-2.90618,-1.0303,-1.87588,
4551,7.986,-0.543,0,-0.543,
4552,8.862,0,0,0,
4553,9.472,0,0,0,
4554,8.27,8.27,4.135,4.135,
4555,7.672,7.672,3.836,3.836,
4556,7.46,14.06,7.03,7.03,
4557,7.57,14.17,7.085,7.085,
4558,6.55,13.15,6.575,6.575,
4559,5.576,11.168,5.51958,5.64842,
4560,4.514,4.514,2.257,2.257,
4561,3.862,3.862,1.931,1.931,
4562,3.476,3.476,1.738,1.738,
4563,3.152,3.152,1.576,1.576,
4564,2.928,2.928,1.464,1.464,
4565,2.94,2.94,1.47,1.47,
4566,3.426,3.426,1.713,1.713,
4567,3.858,3.858,1.929,1.929,
4568,3.836,3.82771,1.918,1.90971,
4569,4.024,-2.30473,0.0579889,-2.36272,
4570,5.076,-4.82274,-2.0049,-2.81784,
4571,5.19,-5.76392,-2.405,-3.35892,
4572,5.618,-5.382,-2.191,-3.191,
4573,5.91,-5.09,-2.045,-3.045,
4574,6.49,-3.8186,-1.486,-2.3326,
4575,7.062,-0.4002,0,-0.4002,
4576,7.832,0,0,0,
4577,8.544,0,0,0,
4578,6.868,6.868,3.434,3.434,
4579,6.104,6.104,3.052,3.052,
4580,6.198,12.798,6.399,6.399,
4581,6.168,12.768,6.384,6.384,
4582,5.552,12.152,6.076,6.076,
4583,4.694,10.286,5.07858,5.20742,
4584,3.604,3.604,1.802,1.802,
4585,3.12,3.12,1.56,1.56,
4586,2.87,2.87,1.435,1.435,
4587,2.67,2.67,1.335,1.335,
4588,2.458,2.458,1.229,1.229,
4589,2.486,2.486,1.243,1.243,
4590,2.892,2.892,1.446,1.446,
4591,3.334,3.334,1.667,1.667,
4592,3.316,3.316,1.658,1.658,
4593,3.502,-1.93755,0.152244,-2.08979,
4594,4.336,-5.32676,-2.2666,-3.06016,
4595,4.652,-6.24816,-2.674,-3.57416,
4596,4.928,-6.072,-2.536,-3.536,
4597,5.278,-5.722,-2.361,-3.361,
4598,5.568,-4.6785,-1.9185,-2.76,
4599,6.152,-2.43022,-0.8627,-1.56752,
4600,6.702,0,0,0,
4601,7.662,0,0,0,
4602,7.5,7.5,3.75,3.75,
4603,7.34,7.34,3.67,3.67,
4604,7.232,13.832,6.916,6.916,
4605,7.224,13.824,6.912,6.912,
4606,6.33,12.93,6.465,6.465,
4607,5.384,10.976,5.42358,5.55242,
4608,4.33,4.33,2.165,2.165,
4609,3.85,3.85,1.925,1.925,
4610,3.394,3.394,1.697,1.697,
4611,3.032,3.032,1.516,1.516,
4612,2.82,2.82,1.41,1.41,
4613,2.806,2.806,1.403,1.403,
4614,3.27,3.27,1.635,1.635,
4615,3.668,3.668,1.834,1.834,
4616,3.666,-0.151605,0.752485,-0.90409,
4617,3.954,-4.26804,-1.7964,-2.47164,
4618,5.07,-5.03988,-2.1048,-2.93508,
4619,5.278,-5.722,-2.361,-3.361,
4620,5.722,-5.278,-2.139,-3.139,
4621,5.97,-5.03,-2.015,-3.015,
4622,6.73,-3.91394,-1.5199,-2.39404,
4623,6.92,-2.13418,-0.6953,-1.43888,
4624,7.806,4.44089e-016,0,4.44089e-016,
4625,8.872,0,0,0,
4626,8.21,8.21,4.105,4.105,
4627,7.914,7.914,3.957,3.957,
4628,7.724,14.324,7.162,7.162,
4629,7.432,14.032,7.016,7.016,
4630,6.456,13.056,6.528,6.528,
4631,5.206,10.798,5.33458,5.46342,
4632,3.974,3.974,1.987,1.987,
4633,3.414,3.414,1.707,1.707,
4634,3.03,3.03,1.515,1.515,
4635,2.736,2.736,1.368,1.368,
4636,2.602,2.602,1.301,1.301,
4637,2.534,2.534,1.267,1.267,
4638,2.778,2.778,1.389,1.389,
4639,3.314,3.314,1.657,1.657,
4640,3.38,2.62139,1.69,0.931394,
4641,3.824,-3.69851,-1.10139,-2.59712,
4642,5.124,-4.9362,-2.055,-2.8812,
4643,5.348,-5.652,-2.326,-3.326,
4644,6.23,-2.36464,-0.8294,-1.53524,
4645,6.768,0.23508,0.3858,-0.15072,
4646,7.32,0.82434,0.6789,0.14544,
4647,7.6,0,0,0,
4648,7.996,0,0,0,
4649,9.202,0,0,0,
4650,8.628,8.628,4.314,4.314,
4651,8.34,8.34,4.17,4.17,
4652,8.034,14.634,7.317,7.317,
4653,7.772,14.372,7.186,7.186,
4654,6.558,13.158,6.579,6.579,
4655,5.496,11.088,5.47958,5.60842,
4656,4.292,4.292,2.146,2.146,
4657,3.688,3.688,1.844,1.844,
4658,3.26,3.26,1.63,1.63,
4659,3.014,3.014,1.507,1.507,
4660,2.772,2.772,1.386,1.386,
4661,2.712,2.712,1.356,1.356,
4662,3.168,3.168,1.584,1.584,
4663,3.654,3.654,1.827,1.827,
4664,3.706,3.706,1.853,1.853,
4665,4.052,-1.65696,0.569409,-2.22637,
4666,5.172,-4.85094,-2.0139,-2.83704,
