Time step,Grid total load,Grid net load,Strata 1 total load,Strata 2 total load,
2303,2.324,7.916,3.89358,4.02242,
2304,1.268,1.268,0.634,0.634,
2305,0.976,0.976,0.488,0.488,
2306,0.976,0.976,0.488,0.488,
2307,0.938,0.938,0.469,0.469,
2308,0.926,0.926,0.463,0.463,
2309,1.018,1.018,0.509,0.509,
2310,1.36,1.36,0.68,0.68,
2311,1.916,0.810403,0.6431,0.167303,
2312,1.756,-3.49766,-1.5331,-1.96456,
2313,1.52,-6.03136,-2.7056,-3.32576,
2314,1.712,-7.73962,-3.4817,-4.25792,
2315,1.882,-8.69984,-3.9154,-4.78444,
2316,2.116,-8.81776,-3.942,-4.87576,
2317,2.452,-8.2913,-3.7045,-4.5868,
2318,2.794,-6.59552,-2.9122,-3.68332,
2319,3.366,-4.37166,-1.8681,-2.50356,
2320,4.092,-1.17408,-0.3708,-0.80328,
2321,4.906,0,0,0,
2322,4.896,4.896,2.448,2.448,
2323,4.854,4.854,2.427,2.427,
2324,5.01,11.61,5.805,5.805,
2325,4.782,11.382,5.691,5.691,
2326,3.722,10.322,5.161,5.161,
2327,2.816,8.408,4.13958,4.26842,
2328,1.958,1.958,0.979,0.979,
2329,1.336,1.336,0.668,0.668,
2330,0.964,0.964,0.482,0.482,
2331,0.936,0.936,0.468,0.468,
2332,0.92,0.92,0.46,0.46,
2333,1.01,1.01,0.505,0.505,
2334,1.338,1.338,0.669,0.669,
2335,1.872,1.76992,0.936,0.833925,
2336,1.69,-3.23422,-1.22994,-2.00428,
2337,1.43,-6.17104,-2.7734,-3.39764,
2338,1.502,-7.98688,-3.6038,-4.38308,
2339,1.678,-8.90384,-4.0174,-4.88644,
2340,1.874,-9.03288,-4.063,-4.96988,
2341,2.292,-8.30226,-3.7161,-4.58616,
2342,2.726,-6.72562,-2.9747,-3.75092,
2343,3.258,-4.5045,-1.9335,-2.571,
2344,3.848,-1.40566,-0.4871,-0.91856,
2345,4.596,0,0,0,
2346,4.626,4.626,2.313,2.313,
2347,4.606,4.606,2.303,2.303,
2348,4.786,11.386,5.693,5.693,
2349,4.596,11.196,5.598,5.598,
2350,3.544,10.144,5.072,5.072,
2351,2.614,8.206,4.03858,4.16742,
2352,1.672,1.672,0.836,0.836,
2353,1.354,1.354,0.677,0.677,
2354,1.114,1.114,0.557,0.557,
2355,0.936,0.936,0.468,0.468,
2356,0.92,0.92,0.46,0.46,
2357,1.01,1.01,0.505,0.505,
2358,1.338,1.338,0.669,0.669,
2359,1.872,1.46365,0.936,0.52765,
2360,1.69,-3.73278,-1.61426,-2.11852,
2361,1.43,-6.35734,-2.8589,-3.49844,
2362,1.568,-7.9954,-3.605,-4.3904,
2363,1.82,-9.03508,-4.0718,-4.96328,
2364,2.094,-8.906,-3.953,-4.953,
2365,2.504,-8.35108,-3.7298,-4.62128,
2366,2.874,-6.80118,-3.0033,-3.79788,
2367,3.446,-4.21714,-1.7939,-2.42324,
2368,3.854,-1.58596,-0.5696,-1.01636,
2369,4.518,0,0,0,
2370,4.504,4.504,2.252,2.252,
2371,4.46,4.46,2.23,2.23,
2372,4.616,11.216,5.608,5.608,
2373,4.298,10.898,5.449,5.449,
2374,3.47,10.07,5.035,5.035,
2375,2.508,8.1,3.98558,4.11442,
2376,1.658,1.658,0.829,0.829,
2377,1.056,1.056,0.528,0.528,
2378,0.964,0.964,0.482,0.482,
2379,0.936,0.936,0.468,0.468,
2380,0.92,0.92,0.46,0.46,
2381,1.01,1.01,0.505,0.505,
2382,1.338,1.338,0.669,0.669,
2383,1.872,1.35443,0.911615,0.442816,
2384,1.69,-3.9611,-1.7485,-2.2126,
2385,1.43,-6.54364,-2.9444,-3.59924,
2386,1.436,-8.20192,-3.7052,-4.49672,
2387,1.454,-9.50664,-4.273,-5.23364,
2388,1.594,-9.406,-4.203,-5.203,
2389,2.014,-8.89288,-3.993,-4.89988,
2390,2.31,-7.47696,-3.3366,-4.14036,
2391,2.688,-5.27322,-2.3097,-2.96352,
2392,2.982,-2.2965,-0.9315,-1.365,
2393,3.328,0,0,0,
2394,3.4,3.4,1.7,1.7,
2395,3.394,3.394,1.697,1.697,
2396,3.266,9.866,4.933,4.933,
2397,3.008,9.608,4.804,4.804,
2398,2.44,9.04,4.52,4.52,
2399,1.868,7.46,3.66558,3.79442,
2400,1.272,1.272,0.636,0.636,
2401,1.056,1.056,0.528,0.528,
2402,0.964,0.964,0.482,0.482,
2403,0.936,0.936,0.468,0.468,
2404,0.92,0.92,0.46,0.46,
2405,1.01,1.01,0.505,0.505,
2406,1.338,1.338,0.669,0.669,
2407,1.872,0.384047,0.408701,-0.0246541,
2408,1.69,-3.60092,-1.5832,-2.01772,
2409,1.43,-6.12136,-2.7506,-3.37076,
2410,1.436,-7.92868,-3.5798,-4.34888,
2411,1.454,-9.1651,-4.1465,-5.0186,
2412,1.406,-9.49416,-4.297,-5.19716,
2413,1.388,-9.09448,-4.1168,-4.97768,
2414,1.372,-8.10446,-3.6631,-4.44136,
2415,1.636,-5.91536,-2.6476,-3.26776,
2416,2.068,-3.0242,-1.303,-1.7212,
2417,2.576,0,0,0,
2418,2.88,2.88,1.44,1.44,
2419,3.142,3.142,1.571,1.571,
2420,3.582,10.182,5.091,5.091,
2421,3.612,10.212,5.106,5.106,
2422,2.844,9.444,4.722,4.722,
2423,2.104,7.696,3.78358,3.91242,
2424,1.328,1.328,0.664,0.664,
2425,1.056,1.056,0.528,0.528,
2426,0.964,0.964,0.482,0.482,
2427,0.936,0.936,0.468,0.468,
2428,0.92,0.92,0.46,0.46,
2429,1.01,1.01,0.505,0.505,
2430,1.338,1.338,0.669,0.669,
2431,1.872,-0.450366,-0.0106009,-0.439765,
2432,1.69,-3.5885,-1.5775,-2.011,
2433,1.43,-5.92264,-2.6594,-3.26324,
2434,1.436,-7.64302,-3.4487,-4.19432,
2435,1.454,-8.75524,-3.9584,-4.79684,
2436,1.406,-9.55464,-4.297,-5.25764,
2437,1.524,-9.18204,-4.1514,-5.03064,
2438,1.73,-7.8334,-3.524,-4.3094,
2439,2.13,-5.59524,-2.4804,-3.11484,
2440,2.656,-2.28716,-0.9406,-1.34656,
2441,3.364,0,0,0,
2442,3.55,3.55,1.775,1.775,
2443,3.708,3.708,1.854,1.854,
2444,4.042,10.642,5.321,5.321,
2445,4.062,10.662,5.331,5.331,
2446,2.766,9.366,4.683,4.683,
2447,2.186,7.778,3.82458,3.95342,
2448,1.272,1.272,0.636,0.636,
2449,1.074,1.074,0.537,0.537,
2450,0.968,0.968,0.484,0.484,
2451,0.938,0.938,0.469,0.469,
2452,0.926,0.926,0.463,0.463,
2453,1.018,1.018,0.509,0.509,
2454,1.36,1.36,0.68,0.68,
2455,1.916,0.361285,0.401921,-0.0406363,
2456,1.756,-3.65912,-1.6072,-2.05192,
2457,1.52,-6.19282,-2.7797,-3.41312,
2458,1.54,-8.03582,-3.6247,-4.41112,
2459,1.606,-9.1994,-4.156,-5.0434,
2460,1.774,-9.226,-4.113,-5.113,
2461,2.004,-8.6151,-3.8715,-4.7436,
2462,2.33,-7.25824,-3.2354,-4.02284,
2463,2.756,-4.79536,-2.0876,-2.70776,
2464,3.306,-1.86072,-0.7182,-1.14252,
2465,4.106,0,0,0,
2466,4.18,4.18,2.09,2.09,
2467,4.24,4.24,2.12,2.12,
2468,4.53,11.13,5.565,5.565,
2469,4.308,10.908,5.454,5.454,
2470,3.482,10.082,5.041,5.041,
2471,2.64,8.232,4.05158,4.18042,
2472,1.776,1.776,0.888,0.888,
2473,1.4,1.4,0.7,0.7,
2474,1.164,1.164,0.582,0.582,
2475,0.964,0.964,0.482,0.482,
2476,0.926,0.926,0.463,0.463,
2477,1.018,1.018,0.509,0.509,
2478,1.36,1.36,0.68,0.68,
2479,1.916,1.28894,0.863645,0.425291,
2480,1.756,-2.9636,-1.288,-1.6756,
2481,1.52,-4.39192,-1.9532,-2.43872,
2482,1.568,-6.2566,-2.807,-3.4496,
2483,1.762,-5.61548,-2.5048,-3.11068,
2484,1.894,-4.86248,-2.1538,-2.70868,
2485,2.048,-4.27378,-1.8773,-2.39648,
2486,2.196,-5.0076,-2.208,-2.7996,
2487,2.53,-2.69882,-1.1347,-1.56412,
2488,2.87,-1.58878,-0.6113,-0.97748,
2489,3.458,0,0,0,
2490,3.628,3.628,1.814,1.814,
2491,3.582,3.582,1.791,1.791,
2492,3.854,10.454,5.227,5.227,
2493,3.894,10.494,5.247,5.247,
2494,3.116,9.716,4.858,4.858,
2495,2.234,7.826,3.84858,3.97742,
2496,1.412,1.412,0.706,0.706,
2497,1.056,1.056,0.528,0.528,
2498,0.964,0.964,0.482,0.482,
2499,0.936,0.936,0.468,0.468,
2500,0.92,0.92,0.46,0.46,
2501,1.01,1.01,0.505,0.505,
2502,1.338,1.338,0.669,0.669,
2503,1.872,0.288535,0.371392,-0.0828575,
2504,1.69,-3.76238,-1.6573,-2.10508,
2505,1.43,-6.25798,-2.8133,-3.44468,
2506,1.436,-8.13982,-3.6767,-4.46312,
2507,1.454,-9.18994,-4.1579,-5.03204,
2508,1.406,-9.58152,-4.297,-5.28452,
2509,1.51,-9.07184,-4.1014,-4.97044,
2510,1.746,-7.48206,-3.3621,-4.11996,
2511,2.094,-4.9854,-2.202,-2.7834,
2512,2.746,-2.56976,-1.0666,-1.50316,
2513,3.314,0,0,0,
2514,3.404,3.404,1.702,1.702,
2515,3.412,3.412,1.706,1.706,
2516,3.438,10.038,5.019,5.019,
2517,3.008,9.608,4.804,4.804,
2518,2.44,9.04,4.52,4.52,
2519,1.868,7.46,3.66558,3.79442,
2520,1.272,1.272,0.636,0.636,
2521,1.056,1.056,0.528,0.528,
2522,0.964,0.964,0.482,0.482,
2523,0.936,0.936,0.468,0.468,
2524,0.92,0.92,0.46,0.46,
2525,1.01,1.01,0.505,0.505,
2526,1.338,1.338,0.669,0.669,
2527,1.872,0.0998403,0.277875,-0.178035,
2528,1.69,-3.78722,-1.6687,-2.11852,
2529,1.43,-6.34492,-2.8532,-3.49172,
2530,1.436,-8.21434,-3.7109,-4.50344,
2531,1.454,-9.27688,-4.1978,-5.07908,
2532,1.538,-9.462,-4.231,-5.231,
2533,1.674,-9.01962,-4.0707,-4.94892,
2534,1.89,-7.6734,-3.444,-4.2294,
2535,2.23,-5.58218,-2.4703,-3.11188,
2536,2.712,-2.60376,-1.0836,-1.52016,
2537,3.36,0,0,0,
2538,3.586,3.586,1.793,1.793,
2539,3.748,3.748,1.874,1.874,
2540,4.11,10.71,5.355,5.355,
2541,3.998,10.598,5.299,5.299,
2542,3.218,9.818,4.909,4.909,
2543,2.404,7.996,3.93358,4.06242,
2544,1.604,1.604,0.802,0.802,
2545,1.056,1.056,0.528,0.528,
2546,0.964,0.964,0.482,0.482,
2547,0.936,0.936,0.468,0.468,
2548,0.92,0.92,0.46,0.46,
2549,1.01,1.01,0.505,0.505,
2550,1.338,1.338,0.669,0.669,
2551,1.872,0.157979,0.306839,-0.14886,
2552,1.69,-3.92384,-1.7314,-2.19244,
2553,1.43,-6.4567,-2.9045,-3.5522,
2554,1.436,-7.9411,-3.5855,-4.3556,
2555,1.454,-9.30172,-4.2092,-5.09252,
2556,1.664,-9.336,-4.168,-5.168,
2557,1.918,-8.78804,-3.9544,-4.83364,
2558,2.31,-7.32792,-3.2682,-4.05972,
2559,2.706,-5.15586,-2.2551,-2.90076,
2560,3.304,-2.12354,-0.8389,-1.28464,
2561,4.22,0,0,0,
2562,4.32,4.32,2.16,2.16,
2563,4.42,4.42,2.21,2.21,
2564,4.592,11.192,5.596,5.596,
2565,4.386,10.986,5.493,5.493,
2566,3.522,10.122,5.061,5.061,
2567,2.646,8.238,4.05458,4.18342,
2568,1.69,1.69,0.845,0.845,
2569,1.406,1.406,0.703,0.703,
2570,1.192,1.192,0.596,0.596,
2571,0.994,0.994,0.497,0.497,
2572,0.92,0.92,0.46,0.46,
2573,1.01,1.01,0.505,0.505,
2574,1.338,1.338,0.669,0.669,
2575,1.872,0.767433,0.62824,0.139193,
2576,1.69,-4.03562,-1.7827,-2.25292,
2577,1.434,-6.53964,-2.9424,-3.59724,
2578,1.754,-8.04538,-3.6203,-4.42508,
2579,1.926,-9.074,-4.037,-5.037,
2580,2.136,-6.6822,-2.979,-3.7032,
2581,2.492,-7.97806,-3.5591,-4.41896,
2582,2.85,-6.00546,-2.6391,-3.36636,
2583,3.228,-4.50966,-1.9371,-2.57256,
2584,3.928,-1.01516,-0.3046,-0.71056,
2585,4.576,0,0,0,
2586,4.632,4.632,2.316,2.316,
2587,4.608,4.608,2.304,2.304,
2588,4.8,11.4,5.7,5.7,
2589,4.644,11.244,5.622,5.622,
2590,3.718,10.318,5.159,5.159,
2591,2.868,8.46,4.16558,4.29442,
2592,1.994,1.994,0.997,0.997,
2593,1.472,1.472,0.736,0.736,
2594,0.964,0.964,0.482,0.482,
2595,0.936,0.936,0.468,0.468,
2596,0.92,0.92,0.46,0.46,
2597,1.01,1.01,0.505,0.505,
2598,1.338,1.338,0.669,0.669,
2599,1.872,1.32876,0.903148,0.425616,
2600,1.69,-4.03562,-1.7827,-2.25292,
2601,1.43,-6.5188,-2.933,-3.5858,
2602,1.56,-8.11518,-3.6603,-4.45488,
2603,1.748,-9.0574,-4.085,-4.9724,
2604,1.896,-9.104,-4.052,-5.052,
2605,2.126,-8.45584,-3.7934,-4.66244,
2606,2.352,-4.49142,-1.9647,-2.52672,
2607,2.64,-3.12288,-1.3248,-1.79808,
2608,2.956,-2.21072,-0.8932,-1.31752,
2609,3.532,0,0,0,
2610,3.62,3.62,1.81,1.81,
2611,3.714,3.714,1.857,1.857,
2612,3.638,10.238,5.119,5.119,
2613,3.206,9.806,4.903,4.903,
2614,2.44,9.04,4.52,4.52,
2615,1.868,7.46,3.66558,3.79442,
2616,1.272,1.272,0.636,0.636,
2617,1.064,1.064,0.532,0.532,
2618,0.968,0.968,0.484,0.484,
2619,0.938,0.938,0.469,0.469,
2620,0.926,0.926,0.463,0.463,
2621,1.018,1.018,0.509,0.509,
2622,1.36,1.36,0.68,0.68,
2623,1.916,0.125828,0.302376,-0.176547,
2624,1.756,-3.91994,-1.7269,-2.19304,
2625,1.52,-6.41638,-2.8823,-3.53408,
2626,1.54,-8.22212,-3.7102,-4.51192,
2627,1.56,-9.34688,-4.22,-5.12688,
2628,1.634,-9.366,-4.183,-5.183,
2629,1.834,-9.12664,-4.083,-5.04364,
2630,2.09,-7.83358,-3.5093,-4.32428,
2631,2.412,-5.69826,-2.5161,-3.18216,
2632,2.798,-2.74132,-1.1432,-1.59812,
2633,3.448,0,0,0,
2634,3.67,3.67,1.835,1.835,
2635,3.8,3.8,1.9,1.9,
2636,4.01,10.61,5.305,5.305,
2637,3.964,10.564,5.282,5.282,
2638,3.146,9.746,4.873,4.873,
2639,2.292,7.884,3.87758,4.00642,
2640,1.532,1.532,0.766,0.766,
2641,1.15,1.15,0.575,0.575,
2642,0.968,0.968,0.484,0.484,
2643,0.938,0.938,0.469,0.469,
2644,0.926,0.926,0.463,0.463,
2645,1.018,1.018,0.509,0.509,
2646,1.36,1.36,0.68,0.68,
2647,1.916,-0.34642,0.0816247,-0.428045,
2648,1.756,-4.3298,-1.915,-2.4148,
2649,1.52,-6.85108,-3.0818,-3.76928,
2650,1.54,-8.66924,-3.9154,-4.75384,
2651,1.56,-9.44,-4.22,-5.22,
2652,1.596,-9.404,-4.202,-5.202,
2653,1.824,-9.176,-4.088,-5.088,
2654,2.052,-7.99578,-3.5853,-4.41048,
2655,2.512,-5.67278,-2.5003,-3.17248,
2656,3.07,-2.54384,-1.0414,-1.50244,
2657,3.8,0,0,0,
2658,3.96,3.96,1.98,1.98,
2659,4.138,4.138,2.069,2.069,
2660,4.414,11.014,5.507,5.507,
2661,4.258,10.858,5.429,5.429,
2662,3.378,9.978,4.989,4.989,
2663,2.438,8.03,3.95058,4.07942,
2664,1.592,1.592,0.796,0.796,
2665,1.056,1.056,0.528,0.528,
2666,0.964,0.964,0.482,0.482,
2667,0.936,0.936,0.468,0.468,
2668,0.92,0.92,0.46,0.46,
2669,1.01,1.01,0.505,0.505,
2670,1.338,1.338,0.669,0.669,
2671,1.872,1.05936,0.742077,0.317282,
2672,1.69,-2.94266,-1.2811,-1.66156,
2673,1.43,-5.401,-2.42,-2.981,
2674,1.436,-7.72996,-3.4886,-4.24136,
2675,1.552,-7.15442,-3.2197,-3.93472,
2676,1.846,-7.50626,-3.3691,-4.13716,
2677,2.266,-7.44644,-3.3244,-4.12204,
2678,2.734,-5.62466,-2.4691,-3.15556,
2679,3.224,-2.97358,-1.2323,-1.74128,
2680,3.646,0,0,0,
2681,4.334,0,0,0,
2682,4.442,4.442,2.221,2.221,
2683,4.502,4.502,2.251,2.251,
2684,4.758,11.358,5.679,5.679,
2685,4.754,11.354,5.677,5.677,
2686,3.898,10.498,5.249,5.249,
2687,2.914,8.506,4.18858,4.31742,
2688,2.046,2.046,1.023,1.023,
2689,1.654,1.654,0.827,0.827,
2690,1.398,1.398,0.699,0.699,
2691,1.278,1.278,0.639,0.639,
2692,1.17,1.17,0.585,0.585,
2693,1.212,1.212,0.606,0.606,
2694,1.5,1.5,0.75,0.75,
2695,2.158,2.158,1.079,1.079,
2696,1.976,0.060181,0.483233,-0.423052,
2697,1.922,-4.85932,-2.1512,-2.70812,
2698,2.608,-7.2659,-3.2275,-4.0384,
2699,2.772,-7.44966,-3.3051,-4.14456,
2700,3.288,-6.5859,-2.8875,-3.6984,
2701,3.56,-2.51338,-1.0073,-1.50608,
2702,3.756,-1.59702,-0.5787,-1.01832,
2703,4.162,-0.00892,0,-0.00892,
2704,4.276,0,0,0,
2705,5.068,0,0,0,
2706,4.936,4.936,2.468,2.468,
2707,4.734,4.734,2.367,2.367,
2708,5.084,11.684,5.842,5.842,
2709,5.084,11.684,5.842,5.842,
2710,4.23,10.83,5.415,5.415,
2711,3.362,8.954,4.41258,4.54142,
2712,2.464,2.464,1.232,1.232,
2713,2.09,2.09,1.045,1.045,
2714,1.736,1.736,0.868,0.868,
2715,1.494,1.494,0.747,0.747,
2716,1.078,1.078,0.539,0.539,
2717,1.258,1.258,0.629,0.629,
2718,1.338,1.338,0.669,0.669,
2719,2.148,2.148,1.074,1.074,
2720,2.156,0.58493,0.983867,-0.398937,
2721,2.156,-5.84248,-2.5928,-3.24968,
2722,2.64,-7.09728,-3.1488,-3.94848,
2723,2.788,-5.7818,-2.539,-3.2428,
2724,2.956,-2.64542,-1.0927,-1.55272,
2725,3.026,-6.54982,-2.8817,-3.66812,
2726,3.328,-3.90044,-1.6534,-2.24704,
2727,3.462,-1.8165,-0.6915,-1.125,
2728,3.778,-0.34544,-0.0034,-0.34204,
2729,4.382,0,0,0,
2730,4.384,4.384,2.192,2.192,
2731,4.434,4.434,2.217,2.217,
2732,4.688,11.288,5.644,5.644,
2733,4.582,11.182,5.591,5.591,
2734,3.672,10.272,5.136,5.136,
2735,2.764,8.356,4.11358,4.24242,
2736,1.954,1.954,0.977,0.977,
2737,1.582,1.582,0.791,0.791,
2738,1.398,1.398,0.699,0.699,
2739,1.316,1.316,0.658,0.658,
2740,1.236,1.236,0.618,0.618,
2741,1.31,1.31,0.655,0.655,
2742,1.476,1.476,0.738,0.738,
2743,2.184,1.39338,0.936506,0.456878,
2744,2.036,-3.553,-1.547,-2.006,
2745,2.074,-5.83754,-2.5939,-3.24364,
2746,2.526,-7.0374,-3.126,-3.9114,
2747,2.668,-7.91384,-3.5224,-4.39144,
2748,2.874,-7.73268,-3.4308,-4.30188,
2749,3.136,-7.30922,-3.2257,-4.08352,
2750,3.618,-5.72184,-2.4774,-3.24444,
2751,3.954,-3.82092,-1.5912,-2.22972,
2752,4.466,-0.8746,-0.218,-0.6566,
2753,5.25,0,0,0,
2754,5.094,5.094,2.547,2.547,
2755,5.14,5.14,2.57,2.57,
2756,5.316,11.916,5.958,5.958,
2757,5.012,11.612,5.806,5.806,
2758,4.08,10.68,5.34,5.34,
2759,3.202,8.794,4.33258,4.46142,
2760,2.19,2.19,1.095,1.095,
2761,1.788,1.788,0.894,0.894,
2762,1.526,1.526,0.763,0.763,
2763,0.936,0.936,0.468,0.468,
2764,0.92,0.92,0.46,0.46,
2765,1.01,1.01,0.505,0.505,
2766,1.338,1.338,0.669,0.669,
2767,1.872,1.59445,0.936,0.658452,
2768,1.9,-3.55037,-1.42933,-2.12104,
2769,1.908,-6.05322,-2.6997,-3.35352,
2770,2.404,-7.20908,-3.2098,-3.99928,
2771,2.698,-8.08256,-3.5986,-4.48396,
2772,2.916,-8.07152,-3.542,-4.52952,
2773,3.354,-7.31478,-3.2193,-4.09548,
2774,3.806,-5.58352,-2.4062,-3.17732,
2775,4.372,-3.40292,-1.3822,-2.02072,
2776,5.018,-0.34028,0,-0.34028,
2777,5.754,0,0,0,
2778,5.552,5.552,2.776,2.776,
2779,5.49,5.49,2.745,2.745,
2780,5.69,12.29,6.145,6.145,
2781,5.24,11.84,5.92,5.92,
2782,4.206,10.806,5.403,5.403,
2783,3.312,8.904,4.38758,4.51642,
2784,2.444,2.444,1.222,1.222,
2785,2.06,2.06,1.03,1.03,
2786,1.708,1.708,0.854,0.854,
2787,1.554,1.554,0.777,0.777,
2788,1.418,1.418,0.709,0.709,
2789,1.404,1.404,0.702,0.702,
2790,1.676,1.676,0.838,0.838,
2791,2.328,2.328,1.164,1.164,
2792,2.19,-2.40409,-0.684094,-1.71999,
2793,2.206,-4.38902,-1.9237,-2.46532,
2794,2.736,-6.29334,-2.7759,-3.51744,
2795,2.91,-7.06326,-3.1221,-3.94116,
2796,3.176,-5.90302,-2.5787,-3.32432,
2797,3.598,-4.30112,-1.8262,-2.47492,
2798,3.976,-3.87344,-1.6144,-2.25904,
2799,4.444,-1.54244,-0.5254,-1.01704,
2800,4.906,0,0,0,
2801,5.482,0,0,0,
2802,5.242,5.242,2.621,2.621,
2803,5.012,5.012,2.506,2.506,
2804,5.072,11.672,5.836,5.836,
2805,4.974,11.574,5.787,5.787,
2806,3.996,10.596,5.298,5.298,
2807,3.066,8.658,4.26458,4.39342,
2808,2.184,2.184,1.092,1.092,
2809,1.716,1.716,0.858,0.858,
2810,1.464,1.464,0.732,0.732,
2811,1.294,1.294,0.647,0.647,
2812,1.118,1.118,0.559,0.559,
2813,1.168,1.168,0.584,0.584,
2814,1.36,1.36,0.68,0.68,
2815,2.086,2.086,1.043,1.043,
2816,1.988,-2.83598,-0.732922,-2.10306,
2817,1.908,-6.30162,-2.8137,-3.48792,
2818,2.328,-7.90608,-3.5328,-4.37328,
2819,2.456,-8.544,-3.772,-4.772,
2820,2.584,-8.416,-3.708,-4.708,
2821,2.946,-8.054,-3.527,-4.527,
2822,3.21,-6.67632,-2.9322,-3.74412,
2823,3.58,-4.54268,-1.9378,-2.60488,
2824,4.212,-1.4391,-0.4875,-0.9516,
2825,4.782,0,0,0,
2826,4.694,4.694,2.347,2.347,
2827,4.712,4.712,2.356,2.356,
2828,4.858,11.458,5.729,5.729,
2829,4.728,11.328,5.664,5.664,
2830,3.786,10.386,5.193,5.193,
2831,2.848,8.44,4.15558,4.28442,
2832,2.006,2.006,1.003,1.003,
2833,1.51,1.51,0.755,0.755,
2834,0.964,0.964,0.482,0.482,
2835,0.936,0.936,0.468,0.468,
2836,0.92,0.92,0.46,0.46,
2837,1.01,1.01,0.505,0.505,
2838,1.338,1.338,0.669,0.669,
2839,1.872,0.886412,0.710557,0.175855,
2840,1.69,-4.40822,-1.9537,-2.45452,
2841,1.48,-6.8414,-3.079,-3.7624,
2842,1.914,-8.19588,-3.6828,-4.51308,
2843,2.016,-8.984,-3.992,-4.992,
2844,2.258,-8.742,-3.871,-4.871,
2845,2.536,-8.45824,-3.732,-4.72624,
2846,2.85,-7.01148,-3.1008,-3.91068,
2847,3.254,-4.84384,-2.0894,-2.75444,
2848,3.904,-1.2503,-0.4135,-0.8368,
2849,4.616,0,0,0,
2850,4.634,4.634,2.317,2.317,
2851,4.692,4.692,2.346,2.346,
2852,4.96,11.56,5.78,5.78,
2853,4.756,11.356,5.678,5.678,
2854,3.834,10.434,5.217,5.217,
2855,2.926,8.518,4.19458,4.32342,
2856,1.904,1.904,0.952,0.952,
2857,1.588,1.588,0.794,0.794,
2858,1.352,1.352,0.676,0.676,
2859,1.144,1.144,0.572,0.572,
2860,1.008,1.008,0.504,0.504,
2861,1.042,1.042,0.521,0.521,
2862,1.338,1.338,0.669,0.669,
2863,1.924,0.619143,0.58203,0.0371127,
2864,1.762,-4.46042,-1.9747,-2.48572,
2865,1.684,-6.28964,-2.8174,-3.47224,
2866,2.118,-7.51992,-3.3642,-4.15572,
2867,2.246,-8.16196,-3.6536,-4.50836,
2868,2.548,-8.452,-3.726,-4.726,
2869,2.804,-7.77784,-3.4544,-4.32344,
2870,3.21,-6.8502,-3.012,-3.8382,
2871,3.554,-4.5811,-1.9565,-2.6246,
2872,4.112,-0.18848,0,-0.18848,
2873,4.612,0,0,0,
2874,4.716,4.716,2.358,2.358,
2875,4.72,4.72,2.36,2.36,
2876,4.984,11.584,5.792,5.792,
2877,4.86,11.46,5.73,5.73,
2878,3.998,10.598,5.299,5.299,
2879,3.138,8.73,4.30058,4.42942,
2880,2.272,2.272,1.136,1.136,
2881,1.846,1.846,0.923,0.923,
2882,1.588,1.588,0.794,0.794,
2883,1.326,1.326,0.663,0.663,
2884,0.978,0.978,0.489,0.489,
2885,1.01,1.01,0.505,0.505,
2886,1.296,1.296,0.648,0.648,
2887,1.772,0.582342,0.65024,-0.067898,
2888,1.924,-4.286,-1.888,-2.398,
2889,1.98,-6.49044,-2.8974,-3.59304,
2890,2.384,-7.77556,-3.4706,-4.30496,
2891,2.488,-8.512,-3.756,-4.756,
2892,2.666,-8.334,-3.667,-4.667,
2893,2.816,-8.184,-3.592,-4.592,
2894,3.008,-6.94042,-3.0617,-3.87872,
2895,3.32,-4.77784,-2.0564,-2.72144,
2896,3.814,-1.93646,-0.7321,-1.20436,
2897,4.61,0,0,0,
2898,4.552,4.552,2.276,2.276,
2899,4.518,4.518,2.259,2.259,
2900,4.752,11.352,5.676,5.676,
2901,4.728,11.328,5.664,5.664,
2902,3.72,10.32,5.16,5.16,
2903,2.918,8.51,4.19058,4.31942,
2904,1.744,1.744,0.872,0.872,
2905,1.584,1.584,0.792,0.792,
2906,1.326,1.326,0.663,0.663,
2907,1.166,1.166,0.583,0.583,
2908,1.056,1.056,0.528,0.528,
2909,1.112,1.112,0.556,0.556,
2910,1.296,1.296,0.648,0.648,
2911,1.896,0.112326,0.34806,-0.235734,
2912,1.802,-4.61914,-2.0459,-2.57324,
2913,1.902,-6.75474,-3.0219,-3.73284,
2914,2.42,-7.9507,-3.5495,-4.4012,
2915,2.58,-8.42,-3.71,-4.71,
2916,2.8,-8.2,-3.6,-4.6,
2917,3.08,-7.92,-3.46,-4.46,
2918,3.46,-6.19034,-2.6989,-3.49144,
2919,3.932,-3.8926,-1.625,-2.2676,
2920,4.396,-1.18058,-0.3613,-0.81928,
2921,5.356,0,0,0,
2922,5.138,5.138,2.569,2.569,
2923,5.102,5.102,2.551,2.551,
2924,5.204,11.804,5.902,5.902,
2925,5.112,11.712,5.856,5.856,
2926,4.322,10.922,5.461,5.461,
2927,3.29,8.882,4.37658,4.50542,
2928,2.478,2.478,1.239,1.239,
2929,1.884,1.884,0.942,0.942,
2930,1.368,1.368,0.684,0.684,
2931,0.938,0.938,0.469,0.469,
2932,0.922,0.922,0.461,0.461,
2933,1.01,1.01,0.505,0.505,
2934,1.296,1.296,0.648,0.648,
2935,1.746,1.35461,0.873,0.481611,
2936,1.764,-3.77297,-1.58393,-2.18904,
2937,1.846,-6.26426,-2.7991,-3.46516,
2938,2.482,-7.28012,-3.2392,-4.04092,
