Time step,Grid total load,Grid net load,S1 total load,S2 total load,
4468,57470,57470,24630,32840,
4469,56840,56840,24360,32480,
4470,65520,65520,28080,37440,
4471,70490,70490,30210,40280,
4472,70735,70735,30315,40420,
4473,76650,-26037.4,7805.14,-33842.5,
4474,94115,-84443.8,-29091,-55352.8,
4475,97790,-97210,-33090,-64120,
4476,101745,-91258.2,-31395,-59863.2,
4477,115955,-53148.1,-16054.5,-37093.6,
4478,125090,-48191.2,-13764,-34427.2,
4479,131775,-21055.5,-2947.5,-18108,
4480,149170,0,0,0,
4481,168385,0,0,0,
4482,160650,160650,68850,91800,
4483,152355,152355,65295,87060,
4484,144515,260015,111435,148580,
4485,141575,257075,110175,146900,
4486,124495,239995,102855,137140,
4487,104440,202622,85733.7,116888,
4488,88410,88410,37890,50520,
4489,77630,77630,33270,44360,
4490,71750,71750,30750,41000,
4491,68740,68740,29460,39280,
4492,62790,62790,26910,35880,
4493,61950,61950,26550,35400,
4494,69440,69440,29760,39680,
4495,75530,75530,32370,43160,
4496,76125,76125,32625,43500,
4497,81655,-13022.5,12731.8,-25754.3,
4498,97020,-85936.8,-29556,-56380.8,
4499,99750,-82107.3,-27958.5,-54148.8,
4500,109515,-38697.6,-10692,-28005.6,
4501,112245,-82755,-26895,-55860,
4502,122780,-58417.6,-17832,-40585.6,
4503,134505,-17885.7,-1606.5,-16279.2,
4504,144165,0,0,0,
4505,167335,0,0,0,
4506,159705,159705,68445,91260,
4507,154525,154525,66225,88300,
4508,152390,267890,114810,153080,
4509,146090,261590,112110,149480,
4510,130725,246225,105525,140700,
4511,112385,210567,89138.7,121428,
4512,95830,95830,41070,54760,
4513,84350,84350,36150,48200,
4514,75845,75845,32505,43340,
4515,69825,69825,29925,39900,
4516,63560,63560,27240,36320,
4517,62370,62370,26730,35640,
4518,70665,70665,30285,40380,
4519,76475,76475,32775,43700,
4520,77000,74830.4,33000,41830.4,
4521,82600,-40576.8,927.238,-41504,
4522,105140,-26140.3,-5983.5,-20156.8,
4523,101990,-88003.6,-30162,-57841.6,
4524,110810,-84190,-27510,-56680,
4525,119280,-75720,-23880,-51840,
4526,128800,-52397.6,-15252,-37145.6,
4527,140070,-13099.2,0,-13099.2,
4528,155575,0,0,0,
4529,175140,60,60,0,
4530,167510,167510,71790,95720,
4531,162925,162925,69825,93100,
4532,152530,268030,114870,153160,
4533,150430,265930,113970,151960,
4534,134050,249550,106950,142600,
4535,111615,209797,88808.7,120988,
4536,95795,95795,41055,54740,
4537,84630,84630,36270,48360,
4538,74655,74655,31995,42660,
4539,69440,69440,29760,39680,
4540,64995,64995,27855,37140,
4541,63910,63910,27390,36520,
4542,72590,72590,31110,41480,
4543,78260,78260,33540,44720,
4544,79450,79450,34050,45400,
4545,90055,4810.2,21142.7,-16332.5,
4546,106435,-25505,-5685,-19820,
4547,106960,-88040,-29160,-58880,
4548,113330,-81670,-26430,-55240,
4549,121835,-73165,-22785,-50380,
4550,129325,-52972.1,-15454.5,-37517.6,
4551,139755,-10860,0,-10860,
4552,155085,0,0,0,
4553,165760,0,0,0,
4554,144725,144725,62025,82700,
4555,134260,134260,57540,76720,
4556,130550,246050,105450,140600,
4557,132475,247975,106275,141700,
4558,114625,230125,98625,131500,
4559,97580,195762,82793.7,112968,
4560,78995,78995,33855,45140,
4561,67585,67585,28965,38620,
4562,60830,60830,26070,34760,
4563,55160,55160,23640,31520,
4564,51240,51240,21960,29280,
4565,51450,51450,22050,29400,
4566,59955,59955,25695,34260,
4567,67515,67515,28935,38580,
4568,67130,66964.1,28770,38194.1,
4569,70420,-46384.6,869.833,-47254.4,
4570,88830,-86430.3,-30073.5,-56356.8,
4571,90825,-103253,-36075,-67178.4,
4572,98315,-96685,-32865,-63820,
4573,103425,-91575,-30675,-60900,
4574,113575,-68942,-22290,-46652,
4575,123585,-8004,0,-8004,
4576,137060,0,0,0,
4577,149520,0,0,0,
4578,120190,120190,51510,68680,
4579,106820,106820,45780,61040,
4580,108465,223965,95985,127980,
4581,107940,223440,95760,127680,
4582,97160,212660,91140,121520,
4583,82145,180327,76178.7,104148,
4584,63070,63070,27030,36040,
4585,54600,54600,23400,31200,
4586,50225,50225,21525,28700,
4587,46725,46725,20025,26700,
4588,43015,43015,18435,24580,
4589,43505,43505,18645,24860,
4590,50610,50610,21690,28920,
4591,58345,58345,25005,33340,
4592,58030,58030,24870,33160,
4593,61285,-39512.2,2283.67,-41795.9,
4594,75880,-95202.2,-33999,-61203.2,
4595,81410,-111593,-40110,-71483.2,
4596,86240,-108760,-38040,-70720,
4597,92365,-102635,-35415,-67220,
4598,97440,-83977.5,-28777.5,-55200,
4599,107660,-44290.9,-12940.5,-31350.4,
4600,117285,0,0,0,
4601,134085,0,0,0,
4602,131250,131250,56250,75000,
4603,128450,128450,55050,73400,
4604,126560,242060,103740,138320,
4605,126420,241920,103680,138240,
4606,110775,226275,96975,129300,
4607,94220,192402,81353.7,111048,
4608,75775,75775,32475,43300,
4609,67375,67375,28875,38500,
4610,59395,59395,25455,33940,
4611,53060,53060,22740,30320,
4612,49350,49350,21150,28200,
4613,49105,49105,21045,28060,
4614,57225,57225,24525,32700,
4615,64190,64190,27510,36680,
4616,64155,-6794.53,11287.3,-18081.8,
4617,69195,-76378.8,-26946,-49432.8,
4618,88725,-90273.6,-31572,-58701.6,
4619,92365,-102635,-35415,-67220,
4620,100135,-94865,-32085,-62780,
4621,104475,-90525,-30225,-60300,
4622,117775,-70679.3,-22798.5,-47880.8,
4623,121100,-39207.1,-10429.5,-28777.6,
4624,136605,8.88178e-012,0,8.88178e-012,
4625,155260,0,0,0,
4626,143675,143675,61575,82100,
4627,138495,138495,59355,79140,
4628,135170,250670,107430,143240,
4629,130060,245560,105240,140320,
4630,112980,228480,97920,130560,
4631,91105,189287,80018.7,109268,
4632,69545,69545,29805,39740,
4633,59745,59745,25605,34140,
4634,53025,53025,22725,30300,
4635,47880,47880,20520,27360,
4636,45535,45535,19515,26020,
4637,44345,44345,19005,25340,
4638,48615,48615,20835,27780,
4639,57995,57995,24855,33140,
4640,59150,43977.9,25350,18627.9,
4641,66920,-68463.2,-16520.8,-51942.4,
4642,89670,-88449,-30825,-57624,
4643,93590,-101410,-34890,-66520,
4644,109025,-43145.8,-12441,-30704.8,
4645,118440,2772.6,5787,-3014.4,
4646,128100,13092.3,10183.5,2908.8,
4647,133000,0,0,0,
4648,139930,0,0,0,
4649,161035,0,0,0,
4650,150990,150990,64710,86280,
4651,145950,145950,62550,83400,
4652,140595,256095,109755,146340,
4653,136010,251510,107790,143720,
4654,114765,230265,98685,131580,
4655,96180,194362,82193.7,112168,
4656,75110,75110,32190,42920,
4657,64540,64540,27660,36880,
4658,57050,57050,24450,32600,
4659,52745,52745,22605,30140,
4660,48510,48510,20790,27720,
4661,47460,47460,20340,27120,
4662,55440,55440,23760,31680,
4663,63945,63945,27405,36540,
4664,64855,64855,27795,37060,
4665,70910,-35986.3,8541.14,-44527.4,
4666,90510,-86949.3,-30208.5,-56740.8,
4667,96670,-98330,-33570,-64760,
4668,107520,-87480,-28920,-58560,
4669,119490,-75510,-23790,-51720,
4670,130235,-51842.2,-14979,-36863.2,
4671,141225,-12573.6,0,-12573.6,
4672,154385,0,0,0,
4673,175665,285,285,0,
4674,167580,167580,71820,95760,
4675,161560,161560,69240,92320,
4676,156660,272160,116640,155520,
4677,146090,261590,112110,149480,
4678,124355,239855,102795,137060,
4679,102235,200417,84788.7,115628,
4680,81795,81795,35055,46740,
4681,69475,69475,29775,39700,
4682,61215,61215,26235,34980,
4683,56140,56140,24060,32080,
4684,51380,51380,22020,29360,
4685,50505,50505,21645,28860,
4686,57225,57225,24525,32700,
4687,62300,62300,26700,35600,
4688,62545,62545,26805,35740,
4689,68810,-45923.5,812.176,-46735.7,
4690,89600,-85440.4,-29658,-55782.4,
4691,95340,-99544.8,-34140,-65404.8,
4692,103390,-91610,-30690,-60920,
4693,119245,-74967.8,-23895,-51072.8,
4694,131880,-47558.4,-13248,-34310.4,
4695,139685,-13184.8,-6.66134e-012,-13184.8,
4696,157885,0,0,0,
4697,173040,0,0,0,
4698,166915,166915,71535,95380,
4699,158480,158480,67920,90560,
4700,152775,268275,114975,153300,
4701,144130,259630,111270,148360,
4702,125090,240590,103110,137480,
4703,103880,202062,85493.7,116568,
4704,83860,83860,35940,47920,
4705,71925,71925,30825,41100,
4706,63525,63525,27225,36300,
4707,58975,58975,25275,33700,
4708,52465,52465,22485,29980,
4709,51310,51310,21990,29320,
4710,58065,58065,24885,33180,
4711,63210,63210,27090,36120,
4712,64505,64505,27645,36860,
4713,72765,-30300.7,6751.65,-37052.3,
4714,90440,-86359.6,-29982,-56377.6,
4715,97125,-97875,-33375,-64500,
4716,107275,-87725,-29025,-58700,
4717,122605,-72395,-22455,-49940,
4718,135065,-49651,-13935,-35716,
4719,149345,-9680.8,0,-9680.8,
4720,162470,0,0,0,
4721,185185,4365,4365,0,
4722,179585,179585,76965,102620,
4723,170695,170695,73155,97540,
4724,158375,273875,117375,156500,
4725,148610,264110,113190,150920,
4726,128905,244405,104745,139660,
4727,111930,210112,88943.7,121168,
4728,91035,91035,39015,52020,
4729,81515,81515,34935,46580,
4730,71715,71715,30735,40980,
4731,66430,66430,28470,37960,
4732,62965,62965,26985,35980,
4733,63000,63000,27000,36000,
4734,70455,70455,30195,40260,
4735,75530,75530,32370,43160,
4736,68075,68075,29175,38900,
4737,71645,44400.5,30705,13695.5,
4738,90685,-77138.5,-18616.1,-58522.4,
4739,95235,-67051.2,-22284,-44767.2,
4740,96845,-39273.1,-11419.5,-27853.6,
4741,102830,-52859.2,-16464,-36395.2,
4742,113365,-9559.1,790.5,-10349.6,
4743,121660,-10582.4,0,-10582.4,
4744,136570,8.88178e-012,0,8.88178e-012,
4745,158305,0,0,0,
4746,156730,156730,67170,89560,
4747,146825,146825,62925,83900,
4748,146195,261695,112155,149540,
4749,144865,260365,111585,148780,
4750,127925,243425,104325,139100,
4751,105490,203672,86183.7,117488,
4752,86765,86765,37185,49580,
4753,76755,76755,32895,43860,
4754,68600,68600,29400,39200,
4755,59780,59780,25620,34160,
4756,56665,56665,24285,32380,
4757,55195,55195,23655,31540,
4758,63350,63350,27150,36200,
4759,68635,68635,29415,39220,
4760,65030,65030,27870,37160,
4761,63840,57305.9,27360,29945.9,
4762,74900,-36182.7,582.132,-36764.8,
4763,77525,-75525.4,-26283,-49242.4,
4764,87045,-14768.7,-2281.5,-12487.2,
4765,91140,-67407.9,-22585.5,-44822.4,
4766,101360,-54329.2,-17094,-37235.2,
4767,107695,-46894.7,-13951.5,-32943.2,
4768,117215,0,0,0,
4769,130095,0,0,0,
4770,124180,124180,53220,70960,
4771,120365,120365,51585,68780,
4772,118125,233625,100125,133500,
4773,116900,232400,99600,132800,
4774,103810,219310,93990,125320,
4775,85435,183617,77588.7,106028,
4776,67830,67830,29070,38760,
4777,57505,57505,24645,32860,
4778,51800,51800,22200,29600,
4779,47075,47075,20175,26900,
4780,44835,44835,19215,25620,
4781,44485,44485,19065,25420,
4782,52640,52640,22560,30080,
4783,60235,60235,25815,34420,
4784,62300,15373,19695.7,-4322.72,
4785,67340,-72296.5,-25432.5,-46864,
4786,84840,-70409.4,-24003,-46406.4,
4787,85925,-91754.2,-32259,-59495.2,
4788,93695,-97178.2,-34059,-63119.2,
4789,97405,-80494.1,-27424.5,-53069.6,
4790,110145,-29491.5,-7087.5,-22404,
4791,116235,-33736.8,-8496,-25240.8,
4792,133840,0,0,0,
4793,152915,0,0,0,
4794,145600,145600,62400,83200,
4795,139860,139860,59940,79920,
4796,139545,255045,109305,145740,
4797,129430,244930,104970,139960,
4798,105245,220745,94605,126140,
4799,90405,188587,79718.7,108868,
4800,77910,77910,33390,44520,
4801,68250,68250,29250,39000,
4802,57260,57260,24540,32720,
4803,51940,51940,22260,29680,
4804,48790,48790,20910,27880,
4805,47775,47775,20475,27300,
4806,56035,56035,24015,32020,
4807,63945,63945,27405,36540,
4808,64050,64050,27450,36600,
4809,63875,4460.01,17301.3,-12841.2,
4810,81865,-58211.3,-19378.5,-38832.8,
4811,88270,-73136.6,-24927,-48209.6,
4812,99330,-90223.8,-31131,-59092.8,
4813,109130,-83873.2,-28230,-55643.2,
4814,116130,-54292.5,-16492.5,-37800,
4815,134890,-13640,6.66134e-012,-13640,
4816,147980,0,0,0,
4817,170205,0,0,0,
4818,105770,105770,45330,60440,
4819,99015,99015,42435,56580,
4820,98875,214375,91875,122500,
4821,100415,215915,92535,123380,
4822,89005,204505,87645,116860,
4823,73885,172067,72638.7,99428.3,
4824,59115,59115,25335,33780,
4825,52360,52360,22440,29920,
4826,48755,48755,20895,27860,
4827,47075,47075,20175,26900,
4828,46305,46305,19845,26460,
4829,48020,48020,20580,27440,
4830,56525,56525,24225,32300,
4831,63525,63525,27225,36300,
4832,64715,64715,27735,36980,
4833,70805,-11213.7,13107.5,-24321.2,
4834,92050,-61440.2,-20229,-41211.2,
4835,96425,-90929.8,-31521,-59408.8,
4836,102025,-82471.1,-28009.5,-54461.6,
4837,112945,-70671.5,-22987.5,-47684,
4838,123760,-29730.2,-6639,-23091.2,
4839,131250,-11553.6,0,-11553.6,
4840,147420,0,0,0,
4841,170905,0,0,0,
4842,166425,166425,71325,95100,
4843,159145,159145,68205,90940,
4844,153510,269010,115290,153720,
4845,148890,264390,113310,151080,
4846,129325,244825,104925,139900,
4847,105595,203777,86228.7,117548,
4848,86275,86275,36975,49300,
4849,75005,75005,32145,42860,
4850,66255,66255,28395,37860,
4851,61775,61775,26475,35300,
4852,56805,56805,24345,32460,
4853,55440,55440,23760,31680,
4854,64330,64330,27570,36760,
4855,71330,71330,30570,40760,
4856,70070,59068.2,30030,29038.2,
4857,78890,-45328.2,-3451.41,-41876.8,
4858,99890,-74270.8,-24906,-49364.8,
4859,104650,-90234.8,-30150,-60084.8,
4860,114800,-80200,-25800,-54400,
4861,124390,-70610,-21690,-48920,
4862,131495,-48823,-13755,-35068,
4863,142065,-11556,0,-11556,
4864,154525,0,0,0,
4865,172655,0,0,0,
4866,165725,165725,71025,94700,
4867,158340,158340,67860,90480,
4868,156625,272125,116625,155500,
4869,151235,266735,114315,152420,
4870,132825,248325,106425,141900,
4871,112945,211127,89378.7,121748,
4872,95095,95095,40755,54340,
4873,80990,80990,34710,46280,
4874,74095,74095,31755,42340,
4875,69160,69160,29640,39520,
4876,63735,63735,27315,36420,
4877,62265,62265,26685,35580,
4878,70770,70770,30330,40440,
4879,75985,75985,32565,43420,
4880,74550,74550,31950,42600,
4881,79905,-12725.6,14495.3,-27221,
4882,101255,-69827.2,-23124,-46703.2,
4883,108885,-82208.1,-27634.5,-54573.6,
4884,113960,-81040,-26160,-54880,
4885,120820,-74180,-23220,-50960,
4886,130935,-48723.3,-13738.5,-34984.8,
4887,143955,-10341.6,0,-10341.6,
4888,162435,0,0,0,
4889,181650,2850,2850,0,
4890,170275,170275,72975,97300,
4891,164640,164640,70560,94080,
4892,155470,270970,116130,154840,
4893,150640,266140,114060,152080,
4894,132545,248045,106305,141740,
4895,109865,208047,88058.7,119988,
4896,96740,96740,41460,55280,
4897,84490,84490,36210,48280,
4898,75495,75495,32355,43140,
4899,69230,69230,29670,39560,
4900,66290,66290,28410,37880,
4901,63805,63805,27345,36460,
4902,72520,72520,31080,41440,
4903,77420,77420,33180,44240,
4904,75915,75915,32535,43380,
4905,81375,6324.35,23360.6,-17036.3,
4906,99855,-76284.9,-25690.5,-50594.4,
4907,100765,-94235,-31815,-62420,
4908,111860,-83140,-27060,-56080,
4909,117810,-77190,-24510,-52680,
4910,127785,-50334,-14490,-35844,
4911,140000,-11795.2,6.66134e-012,-11795.2,
4912,155470,0,0,0,
4913,176085,465,465,0,
4914,170310,170310,72990,97320,
4915,166215,166215,71235,94980,
4916,159810,275310,117990,157320,
4917,158410,273910,117390,156520,
4918,136570,252070,108030,144040,
4919,109865,208047,88058.7,119988,
4920,90755,90755,38895,51860,
4921,77385,77385,33165,44220,
4922,70140,70140,30060,40080,
4923,65940,65940,28260,37680,
4924,61635,61635,26415,35220,
4925,59045,59045,25305,33740,
4926,69860,69860,29940,39920,
4927,73500,73500,31500,42000,
4928,76055,76055,32595,43460,
4929,77560,29054.9,30655.8,-1600.96,
4930,100765,-67018.7,-22051.5,-44967.2,
4931,99260,-90953.5,-31417.5,-59536,
4932,106715,-88285,-29265,-59020,
4933,114345,-79195.8,-25995,-53200.8,
4934,124145,-51555.1,-15109.5,-36445.6,
4935,135905,-12522.4,6.66134e-012,-12522.4,
4936,153650,0,0,0,
4937,173215,0,0,0,
4938,162715,162715,69735,92980,
4939,136640,136640,58560,78080,
4940,134295,249795,107055,142740,
4941,135205,250705,107445,143260,
4942,122185,237685,101865,135820,
4943,104755,202937,85868.7,117068,
4944,80920,80920,34680,46240,
4945,70770,70770,30330,40440,
4946,64925,64925,27825,37100,
4947,60830,60830,26070,34760,
4948,54110,54110,23190,30920,
4949,53095,53095,22755,30340,
4950,60620,60620,25980,34640,
4951,66325,66325,28425,37900,
4952,64505,64505,27645,36860,
4953,67235,35958.5,28815,7143.52,
4954,89565,-71987.3,-21023.3,-50964,
4955,91525,-102419,-35775,-66644,
4956,99295,-95705,-32445,-63260,
4957,108045,-86955,-28695,-58260,
4958,115325,-61914.4,-19488,-42426.4,
4959,130620,-12316.8,0,-12316.8,
4960,139825,-2.22045e-012,6.66134e-012,-8.88178e-012,
4961,159425,0,0,0,
4962,151690,151690,65010,86680,
4963,147140,147140,63060,84080,
4964,143500,259000,111000,148000,
4965,139930,255430,109470,145960,
4966,123620,239120,102480,136640,
4967,105735,203917,86288.7,117628,
4968,86345,86345,37005,49340,
4969,76965,76965,32985,43980,
4970,70630,70630,30270,40360,
4971,64960,64960,27840,37120,
4972,61215,61215,26235,34980,
4973,61600,61600,26400,35200,
4974,69125,69125,29625,39500,
4975,73255,73255,31395,41860,
4976,72415,72415,31035,41380,
4977,71015,39136.6,30435,8701.63,
4978,94815,-74105.2,-23318.8,-50786.4,
4979,98910,-94899.6,-32610,-62289.6,
4980,102865,-92135,-30915,-61220,
4981,112665,-81951,-26715,-55236,
4982,119770,-56369.9,-17155.5,-39214.4,
4983,129150,-22800.9,-3730.5,-19070.4,
4984,140630,0,0,0,
4985,158935,0,0,0,
4986,145215,145215,62235,82980,
4987,130795,130795,56055,74740,
4988,127505,243005,104145,138860,
4989,127575,243075,104175,138900,
4990,112630,228130,97770,130360,
4991,95340,193522,81833.7,111688,
4992,77910,77910,33390,44520,
4993,67095,67095,28755,38340,
4994,61005,61005,26145,34860,
4995,56735,56735,24315,32420,
4996,53480,53480,22920,30560,
4997,51870,51870,22230,29640,
4998,60200,60200,25800,34400,
4999,66955,66955,28695,38260,
5000,67025,52213,28725,23488,
5001,74515,-9093.6,7328,-16421.6,
5002,87395,-81708.1,-28294.5,-53413.6,
5003,92435,-101240,-35385,-65855.2,
5004,98875,-86280.8,-29616,-56664.8,
5005,106085,-47845,-14385,-33460,
5006,109970,-49897.3,-15028.5,-34868.8,
5007,124040,-5728,0,-5728,
5008,131320,0,0,0,
5009,146230,0,0,0,
5010,139230,139230,59670,79560,
5011,130935,130935,56115,74820,
5012,126420,241920,103680,138240,
5013,123200,238700,102300,136400,
5014,108185,223685,95865,127820,
5015,90300,188482,79673.7,108808,
5016,74340,74340,31860,42480,
5017,64855,64855,27795,37060,
5018,59360,59360,25440,33920,
5019,55405,55405,23745,31660,
5020,52535,52535,22515,30020,
5021,50960,50960,21840,29120,
5022,60725,60725,26025,34700,
5023,66745,66745,28605,38140,
5024,64540,64540,27660,36880,
5025,67970,39366.8,29130,10236.8,
5026,88235,-71586.3,-19727.9,-51858.4,
5027,96005,-98995,-33855,-65140,
5028,100240,-94760,-32040,-62720,
5029,106540,-85212.8,-28896,-56316.8,
5030,113295,-61525.5,-19417.5,-42108,
5031,125090,-21583.3,-3418.5,-18164.8,
5032,137445,0,0,0,
5033,155575,0,0,0,
5034,146930,146930,62970,83960,
5035,133665,133665,57285,76380,
5036,117215,232715,99735,132980,
5037,102095,217595,93255,124340,
5038,89110,204610,87690,116920,
5039,71015,169197,71408.7,97788.3,
5040,52815,52815,22635,30180,
5041,44030,44030,18870,25160,
5042,39690,39690,17010,22680,
5043,37415,37415,16035,21380,
5044,35735,35735,15315,20420,
5045,37275,37275,15975,21300,
5046,43995,43995,18855,25140,
5047,53025,53025,22725,30300,
5048,50400,50400,21600,28800,
5049,48440,48440,20760,27680,
5050,53445,40701.3,22905,17796.3,
5051,57120,-24554.6,1135.01,-25689.6,
5052,64085,-90724.6,-32727,-57997.6,
5053,71540,-97343.2,-35004,-62339.2,
5054,81025,-94895,-33675,-61220,
5055,90475,-59276.9,-19450.5,-39826.4,
5056,103250,0,0,0,
5057,117705,-8.88178e-012,0,-8.88178e-012,
5058,113995,113995,48855,65140,
5059,114100,114100,48900,65200,
5060,113855,229355,98295,131060,
5061,114765,230265,98685,131580,
5062,101815,217315,93135,124180,
5063,84490,182672,77183.7,105488,
5064,69720,69720,29880,39840,
5065,61075,61075,26175,34900,
5066,54390,54390,23310,31080,
5067,51835,51835,22215,29620,
5068,48860,48860,20940,27920,
5069,49560,49560,21240,28320,
5070,57680,57680,24720,32960,
5071,62300,62300,26700,35600,
5072,59745,46350,25605,20745,
5073,60690,-54144,-13828.8,-40315.2,
5074,75985,-75526.1,-26344.5,-49181.6,
5075,80290,-30099.8,-8511,-21588.8,
5076,84840,-63152.7,-21181.5,-41971.2,
5077,89215,-63835.4,-21273,-42562.4,
5078,95655,15391.5,9787.5,5604,
5079,99575,0,0,0,
5080,99295,0,0,0,
5081,109865,0,0,0,
5082,106330,106330,45570,60760,
5083,100905,100905,43245,57660,
5084,100625,216125,92625,123500,
5085,102340,217840,93360,124480,
5086,91735,207235,88815,118420,
5087,78120,176302,74453.7,101848,
5088,64120,64120,27480,36640,
5089,57995,57995,24855,33140,
5090,54740,54740,23460,31280,
5091,53550,53550,22950,30600,
5092,52885,52885,22665,30220,
5093,53725,53725,23025,30700,
5094,65870,65870,28230,37640,
5095,70560,70560,30240,40320,
5096,69790,69790,29910,39880,
5097,76055,22056.6,25806.7,-3750.02,
5098,98210,-68914,-22890,-46024,
5099,98070,-89944.5,-31072.5,-58872,
5100,102305,-92042.2,-31155,-60887.2,
5101,109935,-78739.2,-26244,-52495.2,
5102,119105,-50218,-14790,-35428,
5103,131145,-12957.6,0,-12957.6,
5104,145635,0,0,0,
5105,167615,0,0,0,
5106,162995,162995,69855,93140,
5107,163065,163065,69885,93180,
5108,162050,277550,118950,158600,
5109,157185,272685,116865,155820,
5110,140420,255920,109680,146240,
5111,121450,219632,93023.7,126608,
5112,100345,100345,43005,57340,
5113,86520,86520,37080,49440,
5114,78750,78750,33750,45000,
5115,73395,73395,31455,41940,
5116,69475,69475,29775,39700,
5117,66780,66780,28620,38160,
5118,76160,76160,32640,43520,
5119,80535,80535,34515,46020,
5120,78855,78855,33795,45060,
5121,82775,16767.7,24290.2,-7522.44,
5122,97440,-9211.5,292.5,-9504,
5123,97230,-83307.9,-28525.5,-54782.4,
5124,100065,-94819.8,-32115,-62704.8,
5125,102375,-73325.1,-24439.5,-48885.6,
5126,112315,-9069.8,939,-10008.8,
5127,115850,0,0,0,
5128,119175,0,0,0,
5129,140770,0,0,0,
5130,133350,133350,57150,76200,
5131,131390,131390,56310,75080,
5132,130515,246015,105435,140580,
5133,130445,245945,105405,140540,
5134,111685,227185,97365,129820,
5135,96075,194257,82148.7,112108,
5136,79345,79345,34005,45340,
5137,70490,70490,30210,40280,
5138,65940,65940,28260,37680,
5139,63385,63385,27165,36220,
5140,60060,60060,25740,34320,
5141,56875,56875,24375,32500,
5142,66885,66885,28665,38220,
5143,70945,70945,30405,40540,
5144,67200,67200,28800,38400,
5145,65520,22193,28080,-5887.01,
5146,82495,-60974.6,-20351.4,-40623.2,
5147,85715,-91084.6,-32007,-59077.6,
5148,90125,-98329.3,-34648.5,-63680.8,
5149,98140,-66785,-22065,-44720,
5150,105910,-66491.6,-21642,-44849.6,
5151,117005,-37144.9,-9790.5,-27354.4,
5152,129640,0,0,0,
5153,148260,0,0,0,
5154,144410,144410,61890,82520,
5155,143325,143325,61425,81900,
5156,142555,258055,110595,147460,
5157,136115,251615,107835,143780,
5158,118965,234465,100485,133980,
5159,101045,199227,84278.7,114948,
5160,81305,81305,34845,46460,
5161,71645,71645,30705,40940,
5162,64225,64225,27525,36700,
5163,60200,60200,25800,34400,
5164,55510,55510,23790,31720,
5165,53515,53515,22935,30580,
5166,62580,62580,26820,35760,
5167,69860,69860,29940,39920,
5168,68495,50577.7,29355,21222.7,
5169,73430,-52988.7,-12023.9,-40964.8,
5170,90790,-76773.8,-26241,-50532.8,
5171,94675,-93999.2,-32784,-61215.2,
5172,98980,-95232.8,-32580,-62652.8,
5173,107695,-81858.8,-27546,-54312.8,
5174,114415,-54248.3,-16543.5,-37704.8,
5175,123200,-20394.7,-3031.5,-17363.2,
5176,133280,-6.66134e-012,-6.66134e-012,0,
5177,154805,0,0,0,
5178,149310,149310,63990,85320,
5179,146650,146650,62850,83800,
5180,145495,260995,111855,149140,
5181,139265,254765,109185,145580,
5182,119805,235305,100845,134460,
5183,102760,200942,85013.7,115928,
5184,84490,84490,36210,48280,
5185,74725,74725,32025,42700,
5186,67095,67095,28755,38340,
5187,64050,64050,27450,36600,
5188,61040,61040,26160,34880,
5189,60410,60410,25890,34520,
5190,71610,71610,30690,40920,
5191,76650,76650,32850,43800,
5192,73325,57851.1,31425,26426.1,
5193,78225,-46071.6,-7712.37,-38359.2,
5194,91805,-78177.7,-26746.5,-51431.2,
5195,96775,-91019.6,-31542,-59477.6,
5196,102725,-91487.8,-30975,-60512.8,
5197,107940,-79194.9,-26500.5,-52694.4,
5198,116165,-52278.4,-15708,-36570.4,
5199,124880,-19594.3,-2653.5,-16940.8,
5200,135590,-2.22045e-012,6.66134e-012,-8.88178e-012,
5201,157325,0,0,0,
5202,151340,151340,64860,86480,
5203,148750,148750,63750,85000,
5204,147070,262570,112530,150040,
5205,138110,253610,108690,144920,
5206,116690,232190,99510,132680,
5207,97930,196112,82943.7,113168,
5208,79870,79870,34230,45640,
5209,72695,72695,31155,41540,
5210,66605,66605,28545,38060,
5211,62335,62335,26715,35620,
5212,53550,53550,22950,30600,
5213,52360,52360,22440,29920,
5214,59745,59745,25605,34140,
5215,67690,67690,29010,38680,
5216,67690,56855.3,29010,27845.3,
5217,72975,-47560.9,-6470.55,-41090.4,
5218,93275,-75168.4,-25518,-49650.4,
5219,97160,-91074.4,-31548,-59526.4,
5220,105665,-88547.8,-29715,-58832.8,
5221,112805,-73450.3,-24073.5,-49376.8,
5222,122745,-47897.4,-13743,-34154.4,
5223,133210,-11643.2,0,-11643.2,
5224,147175,0,0,0,
5225,168035,0,0,0,
5226,159355,159355,68295,91060,
5227,155540,155540,66660,88880,
5228,153475,268975,115275,153700,
5229,141820,257320,110280,147040,
5230,121520,237020,101580,135440,
5231,104090,202272,85583.7,116688,
5232,86100,86100,36900,49200,
5233,76090,76090,32610,43480,
5234,64085,64085,27465,36620,
5235,60305,60305,25845,34460,
5236,56770,56770,24330,32440,
5237,57015,57015,24435,32580,
5238,60620,60620,25980,34640,
5239,69440,69440,29760,39680,
5240,70945,70945,30405,40540,
5241,78155,-31470.5,6101.15,-37571.7,
5242,98315,-72547.3,-24298.5,-48248.8,
5243,103810,-85523.9,-29125.5,-56398.4,
5244,113890,-81110,-26190,-54920,
5245,126560,-60574.9,-18520.5,-42054.4,
5246,136185,-36436.5,-8752.5,-27684,
5247,147980,-5488,0,-5488,
5248,160475,0,0,0,
5249,179305,1845,1845,0,
5250,170905,170905,73245,97660,
